,ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize,bind,pdbid
672,1szd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1szd,4.54,0,0,0,0,0,0,0,0,0,0,0,1szd
673,1t31,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t31,8.64,0,0,0,0,0,0,0,0,0,0,1,1t31
674,1t32,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t32,7.42,0,0,0,0,0,0,0,0,0,0,2,1t32
675,1t4v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t4v,7.68,0,0,0,0,0,0,0,0,0,0,2,1t4v
676,1t5f,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t5f,4.22,0,0,0,0,0,0,0,0,0,0,0,1t5f
677,1t7d,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t7d,6.03,0,0,0,0,0,0,0,0,0,0,2,1t7d
678,1t7j,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1t7j,8.7,0,0,0,0,0,0,0,0,0,0,1,1t7j
679,1ta6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ta6,9.13,0,0,0,0,0,0,0,0,0,0,1,1ta6
680,1tcw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tcw,6.02,0,0,0,0,0,0,0,0,0,0,2,1tcw
681,1tcx,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tcx,6.95,0,0,0,0,0,0,0,0,0,0,2,1tcx
682,1td7,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1td7,4.37,0,0,0,0,0,0,0,0,0,0,0,1td7
683,1thz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1thz,5.15,0,0,0,0,0,0,0,0,0,0,0,1thz
684,1tjp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tjp,4.42,0,0,0,0,0,0,0,0,0,0,0,1tjp
685,1tlp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tlp,7.55,0,0,0,0,0,0,0,0,0,0,2,1tlp
686,1tmn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tmn,7.3,0,0,0,0,0,0,0,0,0,0,2,1tmn
687,1tng,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tng,2.93,0,0,0,0,0,0,0,0,0,0,0,1tng
688,1tnh,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tnh,3.37,0,0,0,0,0,0,0,0,0,0,0,1tnh
689,1tni,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tni,4.0,0,0,0,0,0,0,0,0,0,0,0,1tni
690,1tog,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tog,3.22,0,0,0,0,0,0,0,0,0,0,0,1tog
691,1toi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1toi,4.05,0,0,0,0,0,0,0,0,0,0,0,1toi
692,1toj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1toj,3.39,0,0,0,0,0,0,0,0,0,0,0,1toj
693,1tok,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tok,2.47,0,0,0,0,0,0,0,0,0,0,0,1tok
694,1tom,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tom,8.3,0,0,0,0,0,0,0,0,0,0,1,1tom
695,1tpw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tpw,3.3,0,0,0,0,0,0,0,0,0,0,0,1tpw
696,1tq4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tq4,6.19,0,0,0,0,0,0,0,0,0,0,2,1tq4
697,1trd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1trd,5.4,0,0,0,0,0,0,0,0,0,0,0,1trd
698,1tsy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tsy,4.96,0,0,0,0,0,0,0,0,0,0,0,1tsy
699,1ttm,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ttm,7.35,0,0,0,0,0,0,0,0,0,0,2,1ttm
700,1tuf,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tuf,4.05,0,0,0,0,0,0,0,0,0,0,0,1tuf
701,1tx7,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tx7,4.6,0,0,0,0,0,0,0,0,0,0,0,1tx7
702,1txr,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1txr,7.74,0,0,0,0,0,0,0,0,0,0,2,1txr
703,1tys,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1tys,5.49,0,0,0,0,0,0,0,0,0,0,0,1tys
704,1u0g,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1u0g,6.15,0,0,0,0,0,0,0,0,0,0,2,1u0g
705,1u1w,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1u1w,5.85,0,0,0,0,0,0,0,0,0,0,0,1u1w
706,1u33,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1u33,4.6,0,0,0,0,0,0,0,0,0,0,0,1u33
707,1u71,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1u71,7.48,0,0,0,0,0,0,0,0,0,0,2,1u71
708,1ua4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ua4,4.22,0,0,0,0,0,0,0,0,0,0,0,1ua4
709,1ucn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ucn,5.22,0,0,0,0,0,0,0,0,0,0,0,1ucn
710,1ugp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ugp,2.89,0,0,0,0,0,0,0,0,0,0,0,1ugp
711,1ugx,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ugx,5.91,0,0,0,0,0,0,0,0,0,0,0,1ugx
712,1uho,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uho,9.22,0,0,0,0,0,0,0,0,0,0,1,1uho
713,1ui0,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ui0,7.06,0,0,0,0,0,0,0,0,0,0,2,1ui0
714,1uj6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uj6,3.05,0,0,0,0,0,0,0,0,0,0,0,1uj6
715,1uml,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uml,7.52,0,0,0,0,0,0,0,0,0,0,2,1uml
716,1uou,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uou,7.7,0,0,0,0,0,0,0,0,0,0,2,1uou
717,1upf,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1upf,4.6,0,0,0,0,0,0,0,0,0,0,0,1upf
718,1ur9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ur9,5.77,0,0,0,0,0,0,0,0,0,0,0,1ur9
719,1usi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1usi,6.74,0,0,0,0,0,0,0,0,0,0,2,1usi
720,1usk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1usk,6.4,0,0,0,0,0,0,0,0,0,0,2,1usk
721,1usn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1usn,7.74,0,0,0,0,0,0,0,0,0,0,2,1usn
722,1utj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1utj,3.84,0,0,0,0,0,0,0,0,0,0,0,1utj
723,1utl,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1utl,2.47,0,0,0,0,0,0,0,0,0,0,0,1utl
724,1utm,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1utm,3.01,0,0,0,0,0,0,0,0,0,0,0,1utm
725,1utn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1utn,3.49,0,0,0,0,0,0,0,0,0,0,0,1utn
726,1uv6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uv6,5.12,0,0,0,0,0,0,0,0,0,0,0,1uv6
727,1uvt,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uvt,7.64,0,0,0,0,0,0,0,0,0,0,2,1uvt
728,1uw6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uw6,7.34,0,0,0,0,0,0,0,0,0,0,2,1uw6
729,1uwf,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uwf,6.82,0,0,0,0,0,0,0,0,0,0,2,1uwf
730,1uwu,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uwu,5.98,0,0,0,0,0,0,0,0,0,0,0,1uwu
731,1uz1,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uz1,6.89,0,0,0,0,0,0,0,0,0,0,2,1uz1
732,1uz8,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1uz8,4.96,0,0,0,0,0,0,0,0,0,0,0,1uz8
733,1v0k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v0k,5.1,0,0,0,0,0,0,0,0,0,0,0,1v0k
734,1v0l,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v0l,7.55,0,0,0,0,0,0,0,0,0,0,2,1v0l
735,1v11,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v11,3.98,0,0,0,0,0,0,0,0,0,0,0,1v11
736,1v16,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v16,3.87,0,0,0,0,0,0,0,0,0,0,0,1v16
737,1v1m,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v1m,3.94,0,0,0,0,0,0,0,0,0,0,0,1v1m
738,1v2j,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2j,3.25,0,0,0,0,0,0,0,0,0,0,0,1v2j
739,1v2k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2k,6.19,0,0,0,0,0,0,0,0,0,0,2,1v2k
740,1v2l,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2l,4.29,0,0,0,0,0,0,0,0,0,0,0,1v2l
741,1v2n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2n,5.9,0,0,0,0,0,0,0,0,0,0,0,1v2n
742,1v2o,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2o,4.73,0,0,0,0,0,0,0,0,0,0,0,1v2o
743,1v2r,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2r,3.55,0,0,0,0,0,0,0,0,0,0,0,1v2r
744,1v2s,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2s,4.17,0,0,0,0,0,0,0,0,0,0,0,1v2s
745,1v2t,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2t,4.71,0,0,0,0,0,0,0,0,0,0,0,1v2t
746,1v2u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2u,3.37,0,0,0,0,0,0,0,0,0,0,0,1v2u
747,1v2w,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v2w,4.01,0,0,0,0,0,0,0,0,0,0,0,1v2w
748,1v48,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v48,7.8,0,0,0,0,0,0,0,0,0,0,2,1v48
749,1v7a,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1v7a,8.01,0,0,0,0,0,0,0,0,0,0,1,1v7a
750,1vfn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1vfn,5.6,0,0,0,0,0,0,0,0,0,0,0,1vfn
751,1vyf,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1vyf,8.05,0,0,0,0,0,0,0,0,0,0,1,1vyf
752,1vyg,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1vyg,8.0,0,0,0,0,0,0,0,0,0,0,2,1vyg
753,1vzq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1vzq,7.44,0,0,0,0,0,0,0,0,0,0,2,1vzq
754,1w0z,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w0z,7.68,0,0,0,0,0,0,0,0,0,0,2,1w0z
755,1w11,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w11,8.22,0,0,0,0,0,0,0,0,0,0,1,1w11
756,1w13,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w13,8.7,0,0,0,0,0,0,0,0,0,0,1,1w13
757,1w3j,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w3j,6.32,0,0,0,0,0,0,0,0,0,0,2,1w3j
758,1w3k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w3k,4.3,0,0,0,0,0,0,0,0,0,0,0,1w3k
759,1w3l,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w3l,6.28,0,0,0,0,0,0,0,0,0,0,2,1w3l
760,1w4p,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w4p,4.74,0,0,0,0,0,0,0,0,0,0,0,1w4p
761,1w5v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w5v,8.15,0,0,0,0,0,0,0,0,0,0,1,1w5v
762,1w5w,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w5w,8.8,0,0,0,0,0,0,0,0,0,0,1,1w5w
763,1w5x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w5x,8.4,0,0,0,0,0,0,0,0,0,0,1,1w5x
764,1w5y,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w5y,8.48,0,0,0,0,0,0,0,0,0,0,1,1w5y
765,1w7g,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w7g,5.1,0,0,0,0,0,0,0,0,0,0,0,1w7g
766,1w96,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w96,8.41,0,0,0,0,0,0,0,0,0,0,1,1w96
767,1w9u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w9u,6.09,0,0,0,0,0,0,0,0,0,0,2,1w9u
768,1w9v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1w9v,6.34,0,0,0,0,0,0,0,0,0,0,2,1w9v
769,1wc1,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wc1,4.0,0,0,0,0,0,0,0,0,0,0,0,1wc1
770,1wcq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wcq,6.26,0,0,0,0,0,0,0,0,0,0,2,1wcq
771,1wdn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wdn,6.3,0,0,0,0,0,0,0,0,0,0,2,1wdn
772,1wht,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wht,3.7,0,0,0,0,0,0,0,0,0,0,0,1wht
773,1wm1,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wm1,6.3,0,0,0,0,0,0,0,0,0,0,2,1wm1
774,1wn6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wn6,4.68,0,0,0,0,0,0,0,0,0,0,0,1wn6
775,1ws1,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ws1,9.55,0,0,0,0,0,0,0,0,0,0,1,1ws1
776,1ws4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ws4,3.0,0,0,0,0,0,0,0,0,0,0,0,1ws4
777,1wur,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wur,6.66,0,0,0,0,0,0,0,0,0,0,2,1wur
778,1wvj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1wvj,6.73,0,0,0,0,0,0,0,0,0,0,2,1wvj
779,1x1z,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x1z,11.06,0,0,0,0,0,0,0,0,0,0,1,1x1z
780,1x38,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x38,8.77,0,0,0,0,0,0,0,0,0,0,1,1x38
781,1x39,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x39,9.22,0,0,0,0,0,0,0,0,0,0,1,1x39
782,1x8d,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x8d,2.21,0,0,0,0,0,0,0,0,0,0,0,1x8d
783,1x8j,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x8j,6.96,0,0,0,0,0,0,0,0,0,0,2,1x8j
784,1x8r,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x8r,6.12,0,0,0,0,0,0,0,0,0,0,2,1x8r
785,1x8t,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1x8t,7.8,0,0,0,0,0,0,0,0,0,0,2,1x8t
786,1xap,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xap,8.7,0,0,0,0,0,0,0,0,0,0,1,1xap
787,1xbo,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xbo,6.04,0,0,0,0,0,0,0,0,0,0,2,1xbo
788,1xd0,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xd0,7.12,0,0,0,0,0,0,0,0,0,0,2,1xd0
789,1xff,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xff,4.82,0,0,0,0,0,0,0,0,0,0,0,1xff
790,1xge,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xge,4.68,0,0,0,0,0,0,0,0,0,0,0,1xge
791,1xgi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xgi,4.85,0,0,0,0,0,0,0,0,0,0,0,1xgi
792,1xh4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xh4,7.47,0,0,0,0,0,0,0,0,0,0,2,1xh4
793,1xh5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xh5,5.47,0,0,0,0,0,0,0,0,0,0,0,1xh5
794,1xhy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xhy,6.18,0,0,0,0,0,0,0,0,0,0,2,1xhy
795,1xjd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xjd,9.48,0,0,0,0,0,0,0,0,0,0,1,1xjd
796,1xk5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xk5,6.0,0,0,0,0,0,0,0,0,0,0,2,1xk5
797,1xk9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xk9,6.85,0,0,0,0,0,0,0,0,0,0,2,1xk9
798,1xka,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xka,6.88,0,0,0,0,0,0,0,0,0,0,2,1xka
799,1xkk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xkk,8.52,0,0,0,0,0,0,0,0,0,0,1,1xkk
800,1xow,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xow,9.28,0,0,0,0,0,0,0,0,0,0,1,1xow
801,1xpz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xpz,7.08,0,0,0,0,0,0,0,0,0,0,2,1xpz
802,1xq0,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xq0,6.34,0,0,0,0,0,0,0,0,0,0,2,1xq0
803,1xr9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xr9,7.15,0,0,0,0,0,0,0,0,0,0,2,1xr9
804,1xt8,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xt8,6.85,0,0,0,0,0,0,0,0,0,0,2,1xt8
805,1xug,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xug,7.05,0,0,0,0,0,0,0,0,0,0,2,1xug
806,1xws,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1xws,8.0,0,0,0,0,0,0,0,0,0,0,2,1xws
807,1y0l,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y0l,9.0,0,0,0,0,0,0,0,0,0,0,1,1y0l
808,1y1z,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y1z,3.08,0,0,0,0,0,0,0,0,0,0,0,1y1z
809,1y3n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y3n,5.55,0,0,0,0,0,0,0,0,0,0,0,1y3n
810,1y3p,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y3p,4.82,0,0,0,0,0,0,0,0,0,0,0,1y3p
811,1y3v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y3v,5.64,0,0,0,0,0,0,0,0,0,0,0,1y3v
812,1y3x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y3x,5.14,0,0,0,0,0,0,0,0,0,0,0,1y3x
813,1y6q,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1y6q,11.7,0,0,0,0,0,0,0,0,0,0,1,1y6q
814,1yc4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yc4,6.55,0,0,0,0,0,0,0,0,0,0,2,1yc4
815,1yda,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yda,6.55,0,0,0,0,0,0,0,0,0,0,2,1yda
816,1ydb,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ydb,8.24,0,0,0,0,0,0,0,0,0,0,1,1ydb
817,1ydd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ydd,7.07,0,0,0,0,0,0,0,0,0,0,2,1ydd
818,1ydk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ydk,5.89,0,0,0,0,0,0,0,0,0,0,0,1ydk
819,1yds,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yds,5.92,0,0,0,0,0,0,0,0,0,0,0,1yds
820,1yei,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yei,7.46,0,0,0,0,0,0,0,0,0,0,2,1yei
821,1yej,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yej,7.46,0,0,0,0,0,0,0,0,0,0,2,1yej
822,1yet,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yet,5.92,0,0,0,0,0,0,0,0,0,0,0,1yet
823,1yfz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yfz,4.35,0,0,0,0,0,0,0,0,0,0,0,1yfz
824,1yp9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yp9,5.11,0,0,0,0,0,0,0,0,0,0,0,1yp9
825,1ype,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ype,8.1,0,0,0,0,0,0,0,0,0,0,1,1ype
826,1ypg,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1ypg,8.0,0,0,0,0,0,0,0,0,0,0,2,1ypg
827,1yq7,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yq7,7.09,0,0,0,0,0,0,0,0,0,0,2,1yq7
828,1yqj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yqj,8.14,0,0,0,0,0,0,0,0,0,0,1,1yqj
829,1yqy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yqy,7.62,0,0,0,0,0,0,0,0,0,0,2,1yqy
830,1yvm,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1yvm,6.4,0,0,0,0,0,0,0,0,0,0,2,1yvm
831,1z1h,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1z1h,8.4,0,0,0,0,0,0,0,0,0,0,1,1z1h
832,1z4o,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1z4o,4.52,0,0,0,0,0,0,0,0,0,0,0,1z4o
833,1z9y,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1z9y,7.19,0,0,0,0,0,0,0,0,0,0,2,1z9y
834,1zdp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1zdp,5.74,0,0,0,0,0,0,0,0,0,0,0,1zdp
835,1zea,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1zea,5.22,0,0,0,0,0,0,0,0,0,0,0,1zea
836,1zfq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1zfq,7.52,0,0,0,0,0,0,0,0,0,0,2,1zfq
837,1zgi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1zgi,5.34,0,0,0,0,0,0,0,0,0,0,0,1zgi
838,1zhy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/1zhy,6.52,0,0,0,0,0,0,0,0,0,0,2,1zhy
