Step Name,Workspace,State,Run Time,Elapsed Time,Start Time,Submit Time,End Time,Number Restarts
dude_FEAT.mordred.TARGET.bace1,FEAT.mordred.TARGET.bace1,FINISHED,0d:00h:04m:00s,0d:00h:59m:13s,2022-05-23 23:21:35,2022-05-23 22:26:22,2022-05-23 23:25:35,0
dude_FEAT.mordred.TARGET.hivrt,FEAT.mordred.TARGET.hivrt,FINISHED,0d:00h:02m:01s,0d:01h:53m:21s,2022-05-24 00:17:43,2022-05-23 22:26:23,2022-05-24 00:19:44,0
dude_FEAT.smiles_to_seq.TARGET.hmdh,FEAT.smiles_to_seq.TARGET.hmdh,FINISHED,0d:00h:02m:00s,0d:01h:55m:21s,2022-05-24 00:19:44,2022-05-23 22:26:23,2022-05-24 00:21:44,0
dude_FEAT.rdkit.TARGET.rxra,FEAT.rdkit.TARGET.rxra,FINISHED,0d:00h:02m:01s,0d:02h:39m:25s,2022-05-24 01:03:50,2022-05-23 22:26:26,2022-05-24 01:05:51,0
dude_FEAT.ecfp.TARGET.kith,FEAT.ecfp.TARGET.kith,FINISHED,0d:00h:02m:00s,0d:02h:03m:21s,2022-05-24 00:27:45,2022-05-23 22:26:24,2022-05-24 00:29:45,0
dude_FEAT.smiles_to_seq.TARGET.src,FEAT.smiles_to_seq.TARGET.src,FINISHED,0d:00h:02m:00s,0d:02h:42m:25s,2022-05-24 01:06:51,2022-05-23 22:26:26,2022-05-24 01:08:51,0
dude_FEAT.smiles_to_image.TARGET.pgh1,FEAT.smiles_to_image.TARGET.pgh1,FINISHED,0d:00h:09m:01s,0d:02h:29m:24s,2022-05-24 00:46:48,2022-05-23 22:26:25,2022-05-24 00:55:49,0
dude_FEAT.rdkit.TARGET.pnph,FEAT.rdkit.TARGET.pnph,FINISHED,--:--:--,0d:02h:29m:24s,--,2022-05-23 22:26:25,2022-05-24 00:55:49,0
dude_FEAT.mordred.TARGET.thrb,FEAT.mordred.TARGET.thrb,FINISHED,0d:00h:03m:00s,0d:02h:47m:26s,2022-05-24 01:10:52,2022-05-23 22:26:26,2022-05-24 01:13:52,0
dude_FEAT.maacs.TARGET.bace1,FEAT.maacs.TARGET.bace1,FINISHED,0d:00h:02m:01s,0d:01h:01m:14s,2022-05-23 23:25:35,2022-05-23 22:26:22,2022-05-23 23:27:36,0
dude_FEAT.smiles_to_image.TARGET.rxra,FEAT.smiles_to_image.TARGET.rxra,FINISHED,0d:00h:08m:02s,0d:02h:44m:26s,2022-05-24 01:02:50,2022-05-23 22:26:26,2022-05-24 01:10:52,0
dude_FEAT.smiles_to_seq.TARGET.bace1,FEAT.smiles_to_seq.TARGET.bace1,FINISHED,0d:00h:02m:01s,0d:00h:54m:13s,2022-05-23 23:18:34,2022-05-23 22:26:22,2022-05-23 23:20:35,0
dude_FEAT.ecfp.TARGET.vgfr2,FEAT.ecfp.TARGET.vgfr2,FINISHED,0d:00h:02m:01s,0d:02h:49m:27s,2022-05-24 01:13:52,2022-05-23 22:26:26,2022-05-24 01:15:53,0
dude_FEAT.rdkit.TARGET.andr,FEAT.rdkit.TARGET.andr,FINISHED,0d:00h:01m:00s,0d:00h:52m:12s,2022-05-23 23:17:34,2022-05-23 22:26:22,2022-05-23 23:18:34,0
dude_FEAT.ecfp.TARGET.cdk2,FEAT.ecfp.TARGET.cdk2,FINISHED,0d:00h:03m:00s,0d:01h:04m:14s,2022-05-23 23:27:36,2022-05-23 22:26:22,2022-05-23 23:30:36,0
dude_FEAT.mordred.TARGET.mcr,FEAT.mordred.TARGET.mcr,FINISHED,0d:00h:03m:00s,0d:02h:08m:22s,2022-05-24 00:31:46,2022-05-23 22:26:24,2022-05-24 00:34:46,0
dude_FEAT.ecfp.TARGET.src,FEAT.ecfp.TARGET.src,FINISHED,0d:00h:03m:00s,0d:02h:43m:25s,2022-05-24 01:06:51,2022-05-23 22:26:26,2022-05-24 01:09:51,0
dude_FEAT.maacs.TARGET.pygm,FEAT.maacs.TARGET.pygm,FINISHED,0d:00h:01m:00s,0d:02h:36m:24s,2022-05-24 01:01:50,2022-05-23 22:26:26,2022-05-24 01:02:50,0
dude_FEAT.maacs.TARGET.nram,FEAT.maacs.TARGET.nram,FINISHED,0d:00h:01m:01s,0d:02h:12m:23s,2022-05-24 00:37:46,2022-05-23 22:26:24,2022-05-24 00:38:47,0
dude_FEAT.ecfp.TARGET.ada,FEAT.ecfp.TARGET.ada,FINISHED,0d:00h:02m:00s,0d:00h:31m:10s,2022-05-23 22:55:31,2022-05-23 22:26:21,2022-05-23 22:57:31,0
dude_FEAT.smiles_to_image.TARGET.fa10,FEAT.smiles_to_image.TARGET.fa10,FINISHED,0d:00h:10m:01s,0d:01h:43m:19s,2022-05-23 23:59:41,2022-05-23 22:26:23,2022-05-24 00:09:42,0
dude_FEAT.smiles_to_seq.TARGET.kith,FEAT.smiles_to_seq.TARGET.kith,FINISHED,--:--:--,0d:02h:02m:21s,--,2022-05-23 22:26:24,2022-05-24 00:28:45,0
dude_FEAT.smiles_to_image.TARGET.prgr,FEAT.smiles_to_image.TARGET.prgr,FINISHED,0d:00h:10m:01s,0d:02h:41m:26s,2022-05-24 00:57:50,2022-05-23 22:26:25,2022-05-24 01:07:51,0
dude_FEAT.rdkit.TARGET.comt,FEAT.rdkit.TARGET.comt,FINISHED,--:--:--,0d:01h:12m:15s,--,2022-05-23 22:26:22,2022-05-23 23:38:37,0
dude_FEAT.smiles_to_image.TARGET.thrb,FEAT.smiles_to_image.TARGET.thrb,FINISHED,0d:00h:09m:02s,0d:02h:52m:27s,2022-05-24 01:09:51,2022-05-23 22:26:26,2022-05-24 01:18:53,0
dude_FEAT.maacs.TARGET.ada,FEAT.maacs.TARGET.ada,FINISHED,0d:00h:02m:00s,0d:00h:35m:11s,2022-05-23 22:59:32,2022-05-23 22:26:21,2022-05-23 23:01:32,0
dude_FEAT.maacs.TARGET.dyr,FEAT.maacs.TARGET.dyr,FINISHED,0d:00h:01m:00s,0d:01h:18m:16s,2022-05-23 23:43:38,2022-05-23 22:26:22,2022-05-23 23:44:38,0
dude_FEAT.rdkit.TARGET.kith,FEAT.rdkit.TARGET.kith,FINISHED,0d:00h:01m:00s,0d:02h:04m:21s,2022-05-24 00:29:45,2022-05-23 22:26:24,2022-05-24 00:30:45,0
dude_FEAT.maacs.TARGET.pgh1,FEAT.maacs.TARGET.pgh1,FINISHED,0d:00h:01m:00s,0d:02h:22m:23s,2022-05-24 00:47:48,2022-05-23 22:26:25,2022-05-24 00:48:48,0
dude_FEAT.mordred.TARGET.pur2,FEAT.mordred.TARGET.pur2,FINISHED,0d:00h:02m:00s,0d:02h:36m:25s,2022-05-24 01:00:50,2022-05-23 22:26:25,2022-05-24 01:02:50,0
dude_FEAT.smiles_to_seq.TARGET.egfr,FEAT.smiles_to_seq.TARGET.egfr,FINISHED,0d:00h:03m:01s,0d:01h:21m:17s,2022-05-23 23:44:38,2022-05-23 22:26:22,2022-05-23 23:47:39,0
dude_FEAT.ecfp.TARGET.gcr,FEAT.ecfp.TARGET.gcr,FINISHED,0d:00h:02m:01s,0d:01h:39m:19s,2022-05-24 00:03:41,2022-05-23 22:26:23,2022-05-24 00:05:42,0
dude_FEAT.ecfp.TARGET.mk14,FEAT.ecfp.TARGET.mk14,FINISHED,0d:00h:03m:00s,0d:02h:08m:22s,2022-05-24 00:31:46,2022-05-23 22:26:24,2022-05-24 00:34:46,0
dude_FEAT.ecfp.TARGET.dyr,FEAT.ecfp.TARGET.dyr,FINISHED,0d:00h:02m:01s,0d:01h:14m:16s,2022-05-23 23:38:37,2022-05-23 22:26:22,2022-05-23 23:40:38,0
dude_FEAT.rdkit.TARGET.bace1,FEAT.rdkit.TARGET.bace1,FINISHED,0d:00h:02m:01s,0d:01h:01m:14s,2022-05-23 23:25:35,2022-05-23 22:26:22,2022-05-23 23:27:36,0
dude_FEAT.smiles_to_image.TARGET.nram,FEAT.smiles_to_image.TARGET.nram,FINISHED,0d:00h:08m:02s,0d:02h:18m:24s,2022-05-24 00:36:46,2022-05-23 22:26:24,2022-05-24 00:44:48,0
dude_FEAT.mordred.TARGET.parp1,FEAT.mordred.TARGET.parp1,FINISHED,0d:00h:06m:01s,0d:02h:18m:24s,2022-05-24 00:38:47,2022-05-23 22:26:24,2022-05-24 00:44:48,0
dude_FEAT.ecfp.TARGET.hmdh,FEAT.ecfp.TARGET.hmdh,FINISHED,0d:00h:03m:00s,0d:01h:56m:21s,2022-05-24 00:19:44,2022-05-23 22:26:23,2022-05-24 00:22:44,0
dude_FEAT.mordred.TARGET.hs90a,FEAT.mordred.TARGET.hs90a,FINISHED,0d:00h:03m:00s,0d:02h:01m:22s,2022-05-24 00:24:45,2022-05-23 22:26:23,2022-05-24 00:27:45,0
dude_FEAT.ecfp.TARGET.fa10,FEAT.ecfp.TARGET.fa10,FINISHED,0d:00h:03m:01s,0d:01h:34m:18s,2022-05-23 23:57:40,2022-05-23 22:26:23,2022-05-24 00:00:41,0
dude_FEAT.ecfp.TARGET.try1,FEAT.ecfp.TARGET.try1,FINISHED,0d:00h:02m:00s,0d:02h:47m:26s,2022-05-24 01:11:52,2022-05-23 22:26:26,2022-05-24 01:13:52,0
dude_FEAT.smiles_to_image.TARGET.parp1,FEAT.smiles_to_image.TARGET.parp1,FINISHED,0d:00h:13m:02s,0d:02h:25m:25s,2022-05-24 00:38:47,2022-05-23 22:26:24,2022-05-24 00:51:49,0
dude_FEAT.smiles_to_image.TARGET.pgh2,FEAT.smiles_to_image.TARGET.pgh2,FINISHED,0d:00h:12m:02s,0d:02h:34m:25s,2022-05-24 00:48:48,2022-05-23 22:26:25,2022-05-24 01:00:50,0
dude_FEAT.smiles_to_seq.TARGET.pnph,FEAT.smiles_to_seq.TARGET.pnph,FINISHED,0d:00h:01m:00s,0d:02h:27m:24s,2022-05-24 00:52:49,2022-05-23 22:26:25,2022-05-24 00:53:49,0
dude_FEAT.maacs.TARGET.src,FEAT.maacs.TARGET.src,FINISHED,0d:00h:03m:01s,0d:02h:44m:26s,2022-05-24 01:07:51,2022-05-23 22:26:26,2022-05-24 01:10:52,0
dude_FEAT.rdkit.TARGET.aces,FEAT.rdkit.TARGET.aces,FINISHED,0d:00h:02m:00s,0d:00h:30m:10s,2022-05-23 22:54:31,2022-05-23 22:26:21,2022-05-23 22:56:31,0
dude_FEAT.smiles_to_image.TARGET.ace,FEAT.smiles_to_image.TARGET.ace,FINISHED,0d:00h:10m:02s,0d:00h:15m:08s,2022-05-23 22:31:27,2022-05-23 22:26:21,2022-05-23 22:41:29,0
dude_FEAT.maacs.TARGET.parp1,FEAT.maacs.TARGET.parp1,FINISHED,0d:00h:02m:00s,0d:02h:16m:23s,2022-05-24 00:40:47,2022-05-23 22:26:24,2022-05-24 00:42:47,0
dude_FEAT.ecfp.TARGET.bace1,FEAT.ecfp.TARGET.bace1,FINISHED,0d:00h:03m:01s,0d:00h:55m:13s,2022-05-23 23:18:34,2022-05-23 22:26:22,2022-05-23 23:21:35,0
dude_FEAT.mordred.TARGET.sahh,FEAT.mordred.TARGET.sahh,FINISHED,0d:00h:02m:00s,0d:02h:42m:25s,2022-05-24 01:06:51,2022-05-23 22:26:26,2022-05-24 01:08:51,0
dude_FEAT.smiles_to_seq.TARGET.ace,FEAT.smiles_to_seq.TARGET.ace,FINISHED,0d:00h:02m:00s,0d:00h:05m:06s,2022-05-23 22:29:27,2022-05-23 22:26:21,2022-05-23 22:31:27,0
dude_FEAT.maacs.TARGET.gcr,FEAT.maacs.TARGET.gcr,FINISHED,0d:00h:02m:00s,0d:01h:42m:19s,2022-05-24 00:06:42,2022-05-23 22:26:23,2022-05-24 00:08:42,0
dude_FEAT.ecfp.TARGET.sahh,FEAT.ecfp.TARGET.sahh,FINISHED,0d:00h:02m:00s,0d:02h:40m:25s,2022-05-24 01:04:51,2022-05-23 22:26:26,2022-05-24 01:06:51,0
dude_FEAT.smiles_to_image.TARGET.inha,FEAT.smiles_to_image.TARGET.inha,FINISHED,0d:00h:07m:01s,0d:02h:07m:22s,2022-05-24 00:26:45,2022-05-23 22:26:24,2022-05-24 00:33:46,0
dude_FEAT.ecfp.TARGET.pgh1,FEAT.ecfp.TARGET.pgh1,FINISHED,0d:00h:02m:00s,0d:02h:20m:23s,2022-05-24 00:44:48,2022-05-23 22:26:25,2022-05-24 00:46:48,0
dude_FEAT.maacs.TARGET.mk14,FEAT.maacs.TARGET.mk14,FINISHED,0d:00h:03m:00s,0d:02h:11m:22s,2022-05-24 00:34:46,2022-05-23 22:26:24,2022-05-24 00:37:46,0
dude_FEAT.maacs.TARGET.rxra,FEAT.maacs.TARGET.rxra,FINISHED,0d:00h:01m:01s,0d:02h:38m:25s,2022-05-24 01:03:50,2022-05-23 22:26:26,2022-05-24 01:04:51,0
dude_FEAT.ecfp.TARGET.nram,FEAT.ecfp.TARGET.nram,FINISHED,0d:00h:02m:00s,0d:02h:10m:22s,2022-05-24 00:34:46,2022-05-23 22:26:24,2022-05-24 00:36:46,0
dude_FEAT.rdkit.TARGET.cdk2,FEAT.rdkit.TARGET.cdk2,FINISHED,0d:00h:02m:00s,0d:01h:08m:15s,2022-05-23 23:32:37,2022-05-23 22:26:22,2022-05-23 23:34:37,0
dude_FEAT.maacs.TARGET.sahh,FEAT.maacs.TARGET.sahh,FINISHED,--:--:--,0d:02h:41m:25s,--,2022-05-23 22:26:26,2022-05-24 01:07:51,0
dude_FEAT.rdkit.TARGET.sahh,FEAT.rdkit.TARGET.sahh,FINISHED,0d:00h:01m:00s,0d:02h:41m:25s,2022-05-24 01:06:51,2022-05-23 22:26:26,2022-05-24 01:07:51,0
dude_FEAT.mordred.TARGET.pde5a,FEAT.mordred.TARGET.pde5a,FINISHED,0d:00h:04m:00s,0d:02h:22m:23s,2022-05-24 00:44:48,2022-05-23 22:26:25,2022-05-24 00:48:48,0
dude_FEAT.mordred.TARGET.pnph,FEAT.mordred.TARGET.pnph,FINISHED,0d:00h:03m:00s,0d:02h:30m:24s,2022-05-24 00:53:49,2022-05-23 22:26:25,2022-05-24 00:56:49,0
dude_FEAT.mordred.TARGET.ada,FEAT.mordred.TARGET.ada,FINISHED,0d:00h:02m:01s,0d:00h:34m:11s,2022-05-23 22:58:31,2022-05-23 22:26:21,2022-05-23 23:00:32,0
dude_FEAT.rdkit.TARGET.ada,FEAT.rdkit.TARGET.ada,FINISHED,0d:00h:01m:00s,0d:00h:35m:11s,2022-05-23 23:00:32,2022-05-23 22:26:21,2022-05-23 23:01:32,0
dude_FEAT.mordred.TARGET.comt,FEAT.mordred.TARGET.comt,FINISHED,0d:00h:03m:00s,0d:01h:12m:15s,2022-05-23 23:35:37,2022-05-23 22:26:22,2022-05-23 23:38:37,0
dude_FEAT.maacs.TARGET.ace,FEAT.maacs.TARGET.ace,FINISHED,0d:00h:02m:00s,0d:00h:17m:08s,2022-05-23 22:41:29,2022-05-23 22:26:21,2022-05-23 22:43:29,0
dude_FEAT.maacs.TARGET.andr,FEAT.maacs.TARGET.andr,FINISHED,0d:00h:02m:00s,0d:00h:51m:12s,2022-05-23 23:15:34,2022-05-23 22:26:22,2022-05-23 23:17:34,0
dude_FEAT.ecfp.TARGET.hs90a,FEAT.ecfp.TARGET.hs90a,FINISHED,0d:00h:03m:01s,0d:01h:59m:22s,2022-05-24 00:22:44,2022-05-23 22:26:23,2022-05-24 00:25:45,0
dude_FEAT.smiles_to_seq.TARGET.rxra,FEAT.smiles_to_seq.TARGET.rxra,FINISHED,0d:00h:02m:01s,0d:02h:38m:25s,2022-05-24 01:02:50,2022-05-23 22:26:26,2022-05-24 01:04:51,0
dude_FEAT.mordred.TARGET.ace,FEAT.mordred.TARGET.ace,FINISHED,0d:00h:05m:01s,0d:00h:20m:09s,2022-05-23 22:41:29,2022-05-23 22:26:21,2022-05-23 22:46:30,0
dude_FEAT.maacs.TARGET.fa10,FEAT.maacs.TARGET.fa10,FINISHED,0d:00h:02m:00s,0d:01h:36m:18s,2022-05-24 00:00:41,2022-05-23 22:26:23,2022-05-24 00:02:41,0
dude_FEAT.rdkit.TARGET.thrb,FEAT.rdkit.TARGET.thrb,FINISHED,0d:00h:02m:00s,0d:02h:46m:26s,2022-05-24 01:10:52,2022-05-23 22:26:26,2022-05-24 01:12:52,0
dude_FEAT.smiles_to_seq.TARGET.andr,FEAT.smiles_to_seq.TARGET.andr,FINISHED,0d:00h:02m:00s,0d:00h:49m:12s,2022-05-23 23:13:34,2022-05-23 22:26:22,2022-05-23 23:15:34,0
dude_FEAT.maacs.TARGET.hs90a,FEAT.maacs.TARGET.hs90a,FINISHED,--:--:--,0d:02h:00m:21s,--,2022-05-23 22:26:24,2022-05-24 00:26:45,0
dude_FEAT.smiles_to_image.TARGET.hivrt,FEAT.smiles_to_image.TARGET.hivrt,FINISHED,0d:00h:08m:02s,0d:01h:58m:22s,2022-05-24 00:16:43,2022-05-23 22:26:23,2022-05-24 00:24:45,0
dude_FEAT.ecfp.TARGET.thrb,FEAT.ecfp.TARGET.thrb,FINISHED,0d:00h:03m:01s,0d:02h:45m:26s,2022-05-24 01:08:51,2022-05-23 22:26:26,2022-05-24 01:11:52,0
dude_FEAT.maacs.TARGET.egfr,FEAT.maacs.TARGET.egfr,FINISHED,0d:00h:03m:00s,0d:01h:25m:17s,2022-05-23 23:48:39,2022-05-23 22:26:22,2022-05-23 23:51:39,0
dude_FEAT.smiles_to_image.TARGET.hs90a,FEAT.smiles_to_image.TARGET.hs90a,FINISHED,0d:00h:08m:02s,0d:02h:05m:23s,2022-05-24 00:23:44,2022-05-23 22:26:23,2022-05-24 00:31:46,0
dude_FEAT.mordred.TARGET.fa10,FEAT.mordred.TARGET.fa10,FINISHED,0d:00h:04m:00s,0d:01h:38m:18s,2022-05-24 00:00:41,2022-05-23 22:26:23,2022-05-24 00:04:41,0
dude_FEAT.smiles_to_image.TARGET.hivpr,FEAT.smiles_to_image.TARGET.hivpr,FINISHED,0d:00h:14m:02s,0d:01h:57m:21s,2022-05-24 00:09:42,2022-05-23 22:26:23,2022-05-24 00:23:44,0
dude_FEAT.rdkit.TARGET.nram,FEAT.rdkit.TARGET.nram,FINISHED,0d:00h:01m:01s,0d:02h:12m:23s,2022-05-24 00:37:46,2022-05-23 22:26:24,2022-05-24 00:38:47,0
dude_FEAT.smiles_to_seq.TARGET.thrb,FEAT.smiles_to_seq.TARGET.thrb,FINISHED,0d:00h:02m:01s,0d:02h:44m:26s,2022-05-24 01:08:51,2022-05-23 22:26:26,2022-05-24 01:10:52,0
dude_FEAT.ecfp.TARGET.hivrt,FEAT.ecfp.TARGET.hivrt,FINISHED,0d:00h:02m:00s,0d:01h:50m:20s,2022-05-24 00:14:43,2022-05-23 22:26:23,2022-05-24 00:16:43,0
dude_FEAT.rdkit.TARGET.pde5a,FEAT.rdkit.TARGET.pde5a,FINISHED,0d:00h:02m:00s,0d:02h:20m:23s,2022-05-24 00:44:48,2022-05-23 22:26:25,2022-05-24 00:46:48,0
dude_FEAT.smiles_to_seq.TARGET.fa10,FEAT.smiles_to_seq.TARGET.fa10,FINISHED,0d:00h:02m:00s,0d:01h:34m:18s,2022-05-23 23:58:41,2022-05-23 22:26:23,2022-05-24 00:00:41,0
dude_FEAT.rdkit.TARGET.mcr,FEAT.rdkit.TARGET.mcr,FINISHED,0d:00h:02m:00s,0d:02h:07m:22s,2022-05-24 00:31:46,2022-05-23 22:26:24,2022-05-24 00:33:46,0
dude_FEAT.ecfp.TARGET.hivpr,FEAT.ecfp.TARGET.hivpr,FINISHED,0d:00h:03m:01s,0d:01h:45m:20s,2022-05-24 00:08:42,2022-05-23 22:26:23,2022-05-24 00:11:43,0
dude_FEAT.maacs.TARGET.pde5a,FEAT.maacs.TARGET.pde5a,FINISHED,0d:00h:01m:00s,0d:02h:19m:23s,2022-05-24 00:44:48,2022-05-23 22:26:25,2022-05-24 00:45:48,0
dude_FEAT.smiles_to_seq.TARGET.gcr,FEAT.smiles_to_seq.TARGET.gcr,FINISHED,0d:00h:02m:01s,0d:01h:40m:19s,2022-05-24 00:04:41,2022-05-23 22:26:23,2022-05-24 00:06:42,0
dude_FEAT.mordred.TARGET.src,FEAT.mordred.TARGET.src,FINISHED,0d:00h:06m:01s,0d:02h:47m:26s,2022-05-24 01:07:51,2022-05-23 22:26:26,2022-05-24 01:13:52,0
dude_FEAT.smiles_to_seq.TARGET.hivpr,FEAT.smiles_to_seq.TARGET.hivpr,FINISHED,0d:00h:03m:01s,0d:01h:46m:20s,2022-05-24 00:09:42,2022-05-23 22:26:23,2022-05-24 00:12:43,0
dude_FEAT.smiles_to_image.TARGET.try1,FEAT.smiles_to_image.TARGET.try1,FINISHED,0d:00h:09m:01s,0d:02h:54m:27s,2022-05-24 01:11:52,2022-05-23 22:26:26,2022-05-24 01:20:53,0
dude_FEAT.smiles_to_image.TARGET.hmdh,FEAT.smiles_to_image.TARGET.hmdh,FINISHED,0d:00h:08m:01s,0d:02h:03m:22s,2022-05-24 00:21:44,2022-05-23 22:26:23,2022-05-24 00:29:45,0
dude_FEAT.mordred.TARGET.kith,FEAT.mordred.TARGET.kith,FINISHED,0d:00h:03m:01s,0d:02h:05m:22s,2022-05-24 00:28:45,2022-05-23 22:26:24,2022-05-24 00:31:46,0
dude_FEAT.smiles_to_seq.TARGET.comt,FEAT.smiles_to_seq.TARGET.comt,FINISHED,0d:00h:02m:00s,0d:01h:10m:15s,2022-05-23 23:34:37,2022-05-23 22:26:22,2022-05-23 23:36:37,0
dude_FEAT.ecfp.TARGET.pgh2,FEAT.ecfp.TARGET.pgh2,FINISHED,0d:00h:03m:01s,0d:02h:25m:24s,2022-05-24 00:48:48,2022-05-23 22:26:25,2022-05-24 00:51:49,0
dude_FEAT.maacs.TARGET.inha,FEAT.maacs.TARGET.inha,FINISHED,0d:00h:02m:00s,0d:02h:02m:21s,2022-05-24 00:26:45,2022-05-23 22:26:24,2022-05-24 00:28:45,0
dude_FEAT.maacs.TARGET.aldr,FEAT.maacs.TARGET.aldr,FINISHED,--:--:--,0d:00h:40m:12s,--,2022-05-23 22:26:21,2022-05-23 23:06:33,0
dude_FEAT.rdkit.TARGET.parp1,FEAT.rdkit.TARGET.parp1,FINISHED,0d:00h:02m:00s,0d:02h:16m:23s,2022-05-24 00:40:47,2022-05-23 22:26:24,2022-05-24 00:42:47,0
dude_FEAT.mordred.TARGET.nram,FEAT.mordred.TARGET.nram,FINISHED,0d:00h:04m:01s,0d:02h:14m:23s,2022-05-24 00:36:46,2022-05-23 22:26:24,2022-05-24 00:40:47,0
dude_FEAT.mordred.TARGET.prgr,FEAT.mordred.TARGET.prgr,FINISHED,0d:00h:04m:00s,0d:02h:35m:25s,2022-05-24 00:57:50,2022-05-23 22:26:25,2022-05-24 01:01:50,0
dude_FEAT.mordred.TARGET.rxra,FEAT.mordred.TARGET.rxra,FINISHED,0d:00h:03m:01s,0d:02h:40m:25s,2022-05-24 01:03:50,2022-05-23 22:26:26,2022-05-24 01:06:51,0
dude_FEAT.maacs.TARGET.hmdh,FEAT.maacs.TARGET.hmdh,FINISHED,--:--:--,0d:01h:56m:21s,--,2022-05-23 22:26:23,2022-05-24 00:22:44,0
dude_FEAT.smiles_to_image.TARGET.bace1,FEAT.smiles_to_image.TARGET.bace1,FINISHED,0d:00h:11m:01s,0d:01h:05m:14s,2022-05-23 23:20:35,2022-05-23 22:26:22,2022-05-23 23:31:36,0
