Step Name,Workspace,State,Run Time,Elapsed Time,Start Time,Submit Time,End Time,Number Restarts
dude_FEAT.maacs.TARGET.pde5a,FEAT.maacs.TARGET.pde5a,FINISHED,0d:00h:32m:06s,0d:01h:42m:20s,2022-06-03 20:22:12,2022-06-03 19:11:58,2022-06-03 20:54:18,0
dude_FEAT.ecfp.TARGET.bace1,FEAT.ecfp.TARGET.bace1,FINISHED,0d:00h:20m:03s,0d:00h:28m:10s,2022-06-03 19:20:01,2022-06-03 19:11:54,2022-06-03 19:40:04,0
dude_FEAT.rdkit.TARGET.rxra,FEAT.rdkit.TARGET.rxra,FINISHED,0d:00h:09m:02s,0d:01h:49m:20s,2022-06-03 20:52:17,2022-06-03 19:11:59,2022-06-03 21:01:19,0
dude_FEAT.smiles_to_seq.TARGET.try1,FEAT.smiles_to_seq.TARGET.try1,FINISHED,0d:00h:12m:02s,0d:01h:56m:20s,2022-06-03 20:56:18,2022-06-03 19:12:00,2022-06-03 21:08:20,0
dude_FEAT.rdkit.TARGET.pgh2,FEAT.rdkit.TARGET.pgh2,FINISHED,0d:00h:25m:05s,0d:01h:41m:20s,2022-06-03 20:28:13,2022-06-03 19:11:58,2022-06-03 20:53:18,0
dude_FEAT.smiles_to_image.TARGET.vgfr2,FEAT.smiles_to_image.TARGET.vgfr2,FINISHED,0d:00h:36m:06s,0d:02h:23m:25s,2022-06-03 20:59:19,2022-06-03 19:12:00,2022-06-03 21:35:25,0
dude_FEAT.smiles_to_image.TARGET.pparg,FEAT.smiles_to_image.TARGET.pparg,FINISHED,0d:00h:39m:08s,0d:02h:04m:24s,2022-06-03 20:37:14,2022-06-03 19:11:58,2022-06-03 21:16:22,0
dude_FEAT.maacs.TARGET.gcr,FEAT.maacs.TARGET.gcr,FINISHED,0d:00h:16m:03s,0d:01h:00m:14s,2022-06-03 19:56:07,2022-06-03 19:11:56,2022-06-03 20:12:10,0
dude_FEAT.ecfp.TARGET.pparg,FEAT.ecfp.TARGET.pparg,FINISHED,0d:00h:30m:06s,0d:01h:53m:22s,2022-06-03 20:35:14,2022-06-03 19:11:58,2022-06-03 21:05:20,0
dude_FEAT.rdkit.TARGET.try1,FEAT.rdkit.TARGET.try1,FINISHED,0d:00h:11m:02s,0d:01h:57m:21s,2022-06-03 20:58:19,2022-06-03 19:12:00,2022-06-03 21:09:21,0
dude_FEAT.maacs.TARGET.pnph,FEAT.maacs.TARGET.pnph,FINISHED,0d:00h:10m:01s,0d:01h:30m:17s,2022-06-03 20:32:14,2022-06-03 19:11:58,2022-06-03 20:42:15,0
dude_FEAT.mordred.TARGET.try1,FEAT.mordred.TARGET.try1,FINISHED,0d:00h:12m:02s,0d:01h:56m:20s,2022-06-03 20:56:18,2022-06-03 19:12:00,2022-06-03 21:08:20,0
dude_FEAT.ecfp.TARGET.ampc,FEAT.ecfp.TARGET.ampc,FINISHED,0d:00h:06m:01s,0d:00h:07m:07s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:19:01,0
dude_FEAT.maacs.TARGET.thrb,FEAT.maacs.TARGET.thrb,FINISHED,0d:00h:15m:03s,0d:01h:58m:21s,2022-06-03 20:55:18,2022-06-03 19:12:00,2022-06-03 21:10:21,0
dude_FEAT.ecfp.TARGET.dyr,FEAT.ecfp.TARGET.dyr,FINISHED,0d:00h:19m:03s,0d:00h:42m:12s,2022-06-03 19:35:04,2022-06-03 19:11:55,2022-06-03 19:54:07,0
dude_FEAT.maacs.TARGET.pgh2,FEAT.maacs.TARGET.pgh2,FINISHED,0d:00h:25m:05s,0d:01h:41m:20s,2022-06-03 20:28:13,2022-06-03 19:11:58,2022-06-03 20:53:18,0
dude_FEAT.mordred.TARGET.vgfr2,FEAT.mordred.TARGET.vgfr2,FINISHED,0d:00h:29m:05s,0d:02h:16m:24s,2022-06-03 20:59:19,2022-06-03 19:12:00,2022-06-03 21:28:24,0
dude_FEAT.rdkit.TARGET.ace,FEAT.rdkit.TARGET.ace,FINISHED,0d:00h:19m:03s,0d:00h:20m:09s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:32:03,0
dude_FEAT.smiles_to_seq.TARGET.src,FEAT.smiles_to_seq.TARGET.src,FINISHED,0d:00h:39m:06s,0d:02h:21m:25s,2022-06-03 20:54:18,2022-06-03 19:11:59,2022-06-03 21:33:24,0
dude_FEAT.smiles_to_image.TARGET.mcr,FEAT.smiles_to_image.TARGET.mcr,FINISHED,0d:00h:14m:02s,0d:01h:18m:16s,2022-06-03 20:16:11,2022-06-03 19:11:57,2022-06-03 20:30:13,0
dude_FEAT.maacs.TARGET.bace1,FEAT.maacs.TARGET.bace1,FINISHED,0d:00h:21m:03s,0d:00h:31m:11s,2022-06-03 19:22:02,2022-06-03 19:11:54,2022-06-03 19:43:05,0
dude_FEAT.maacs.TARGET.andr,FEAT.maacs.TARGET.andr,FINISHED,0d:00h:16m:03s,0d:00h:23m:10s,2022-06-03 19:19:01,2022-06-03 19:11:54,2022-06-03 19:35:04,0
dude_FEAT.maacs.TARGET.ada,FEAT.maacs.TARGET.ada,FINISHED,0d:00h:08m:01s,0d:00h:09m:07s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:21:01,0
dude_FEAT.smiles_to_seq.TARGET.ampc,FEAT.smiles_to_seq.TARGET.ampc,FINISHED,0d:00h:05m:01s,0d:00h:06m:07s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:18:01,0
dude_FEAT.maacs.TARGET.parp1,FEAT.maacs.TARGET.parp1,FINISHED,0d:00h:43m:08s,0d:01h:51m:21s,2022-06-03 20:20:11,2022-06-03 19:11:58,2022-06-03 21:03:19,0
dude_FEAT.ecfp.TARGET.src,FEAT.ecfp.TARGET.src,FINISHED,0d:00h:39m:06s,0d:02h:20m:25s,2022-06-03 20:53:18,2022-06-03 19:11:59,2022-06-03 21:32:24,0
dude_FEAT.maacs.TARGET.ace,FEAT.maacs.TARGET.ace,FINISHED,0d:00h:20m:03s,0d:00h:21m:10s,2022-06-03 19:13:00,2022-06-03 19:11:53,2022-06-03 19:33:03,0
dude_FEAT.mordred.TARGET.dyr,FEAT.mordred.TARGET.dyr,FINISHED,0d:00h:22m:03s,0d:00h:46m:12s,2022-06-03 19:36:04,2022-06-03 19:11:55,2022-06-03 19:58:07,0
dude_FEAT.smiles_to_seq.TARGET.thrb,FEAT.smiles_to_seq.TARGET.thrb,FINISHED,0d:00h:12m:02s,0d:01h:55m:20s,2022-06-03 20:55:18,2022-06-03 19:12:00,2022-06-03 21:07:20,0
dude_FEAT.mordred.TARGET.andr,FEAT.mordred.TARGET.andr,FINISHED,0d:00h:18m:03s,0d:00h:20m:09s,2022-06-03 19:14:00,2022-06-03 19:11:54,2022-06-03 19:32:03,0
dude_FEAT.maacs.TARGET.pgh1,FEAT.maacs.TARGET.pgh1,FINISHED,0d:00h:14m:03s,0d:01h:26m:17s,2022-06-03 20:24:12,2022-06-03 19:11:58,2022-06-03 20:38:15,0
dude_FEAT.maacs.TARGET.sahh,FEAT.maacs.TARGET.sahh,FINISHED,0d:00h:06m:01s,0d:01h:47m:20s,2022-06-03 20:53:18,2022-06-03 19:11:59,2022-06-03 20:59:19,0
dude_FEAT.smiles_to_seq.TARGET.comt,FEAT.smiles_to_seq.TARGET.comt,FINISHED,0d:00h:06m:01s,0d:00h:25m:09s,2022-06-03 19:31:03,2022-06-03 19:11:55,2022-06-03 19:37:04,0
dude_FEAT.mordred.TARGET.inha,FEAT.mordred.TARGET.inha,FINISHED,0d:00h:06m:01s,0d:01h:04m:14s,2022-06-03 20:10:10,2022-06-03 19:11:57,2022-06-03 20:16:11,0
dude_FEAT.rdkit.TARGET.andr,FEAT.rdkit.TARGET.andr,FINISHED,0d:00h:16m:03s,0d:00h:24m:10s,2022-06-03 19:20:01,2022-06-03 19:11:54,2022-06-03 19:36:04,0
dude_FEAT.ecfp.TARGET.prgr,FEAT.ecfp.TARGET.prgr,FINISHED,0d:00h:17m:03s,0d:01h:43m:19s,2022-06-03 20:38:15,2022-06-03 19:11:59,2022-06-03 20:55:18,0
dude_FEAT.ecfp.TARGET.inha,FEAT.ecfp.TARGET.inha,FINISHED,0d:00h:05m:01s,0d:01h:02m:13s,2022-06-03 20:09:09,2022-06-03 19:11:57,2022-06-03 20:14:10,0
dude_FEAT.ecfp.TARGET.gcr,FEAT.ecfp.TARGET.gcr,FINISHED,0d:00h:16m:03s,0d:00h:54m:13s,2022-06-03 19:50:06,2022-06-03 19:11:56,2022-06-03 20:06:09,0
dude_FEAT.mordred.TARGET.pde5a,FEAT.mordred.TARGET.pde5a,FINISHED,0d:00h:31m:06s,0d:01h:41m:20s,2022-06-03 20:22:12,2022-06-03 19:11:58,2022-06-03 20:53:18,0
dude_FEAT.rdkit.TARGET.comt,FEAT.rdkit.TARGET.comt,FINISHED,0d:00h:08m:02s,0d:00h:30m:10s,2022-06-03 19:34:03,2022-06-03 19:11:55,2022-06-03 19:42:05,0
dude_FEAT.mordred.TARGET.thrb,FEAT.mordred.TARGET.thrb,FINISHED,0d:00h:14m:03s,0d:01h:57m:21s,2022-06-03 20:55:18,2022-06-03 19:12:00,2022-06-03 21:09:21,0
dude_FEAT.smiles_to_seq.TARGET.nram,FEAT.smiles_to_seq.TARGET.nram,FINISHED,0d:00h:08m:01s,0d:01h:14m:15s,2022-06-03 20:18:11,2022-06-03 19:11:57,2022-06-03 20:26:12,0
dude_FEAT.smiles_to_seq.TARGET.hivpr,FEAT.smiles_to_seq.TARGET.hivpr,FINISHED,0d:00h:38m:06s,0d:01h:25m:18s,2022-06-03 19:59:08,2022-06-03 19:11:56,2022-06-03 20:37:14,0
dude_FEAT.ecfp.TARGET.fa10,FEAT.ecfp.TARGET.fa10,FINISHED,0d:00h:23m:04s,0d:00h:55m:14s,2022-06-03 19:44:05,2022-06-03 19:11:55,2022-06-03 20:07:09,0
dude_FEAT.maacs.TARGET.hivpr,FEAT.maacs.TARGET.hivpr,FINISHED,0d:00h:37m:07s,0d:01h:27m:19s,2022-06-03 20:02:08,2022-06-03 19:11:56,2022-06-03 20:39:15,0
dude_FEAT.smiles_to_image.TARGET.hs90a,FEAT.smiles_to_image.TARGET.hs90a,FINISHED,0d:00h:16m:03s,0d:01h:12m:16s,2022-06-03 20:08:09,2022-06-03 19:11:56,2022-06-03 20:24:12,0
dude_FEAT.ecfp.TARGET.pygm,FEAT.ecfp.TARGET.pygm,FINISHED,0d:00h:07m:02s,0d:01h:41m:19s,2022-06-03 20:46:16,2022-06-03 19:11:59,2022-06-03 20:53:18,0
dude_FEAT.rdkit.TARGET.aces,FEAT.rdkit.TARGET.aces,FINISHED,0d:00h:33m:05s,0d:00h:34m:11s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:46:05,0
dude_FEAT.smiles_to_image.TARGET.dyr,FEAT.smiles_to_image.TARGET.dyr,FINISHED,0d:00h:32m:05s,0d:00h:56m:14s,2022-06-03 19:36:04,2022-06-03 19:11:55,2022-06-03 20:08:09,0
dude_FEAT.ecfp.TARGET.sahh,FEAT.ecfp.TARGET.sahh,FINISHED,0d:00h:06m:02s,0d:01h:46m:20s,2022-06-03 20:52:17,2022-06-03 19:11:59,2022-06-03 20:58:19,0
dude_FEAT.smiles_to_seq.TARGET.mcr,FEAT.smiles_to_seq.TARGET.mcr,FINISHED,0d:00h:06m:02s,0d:01h:09m:15s,2022-06-03 20:15:10,2022-06-03 19:11:57,2022-06-03 20:21:12,0
dude_FEAT.rdkit.TARGET.pygm,FEAT.rdkit.TARGET.pygm,FINISHED,0d:00h:06m:01s,0d:01h:43m:19s,2022-06-03 20:49:17,2022-06-03 19:11:59,2022-06-03 20:55:18,0
dude_FEAT.mordred.TARGET.pygm,FEAT.mordred.TARGET.pygm,FINISHED,0d:00h:08m:02s,0d:01h:42m:19s,2022-06-03 20:46:16,2022-06-03 19:11:59,2022-06-03 20:54:18,0
dude_FEAT.maacs.TARGET.comt,FEAT.maacs.TARGET.comt,FINISHED,0d:00h:06m:01s,0d:00h:27m:09s,2022-06-03 19:33:03,2022-06-03 19:11:55,2022-06-03 19:39:04,0
dude_FEAT.rdkit.TARGET.dyr,FEAT.rdkit.TARGET.dyr,FINISHED,0d:00h:20m:03s,0d:00h:45m:12s,2022-06-03 19:37:04,2022-06-03 19:11:55,2022-06-03 19:57:07,0
dude_FEAT.maacs.TARGET.pygm,FEAT.maacs.TARGET.pygm,FINISHED,0d:00h:05m:01s,0d:01h:41m:19s,2022-06-03 20:48:17,2022-06-03 19:11:59,2022-06-03 20:53:18,0
dude_FEAT.mordred.TARGET.rxra,FEAT.mordred.TARGET.rxra,FINISHED,0d:00h:12m:02s,0d:01h:51m:20s,2022-06-03 20:51:17,2022-06-03 19:11:59,2022-06-03 21:03:19,0
dude_FEAT.maacs.TARGET.dyr,FEAT.maacs.TARGET.dyr,FINISHED,0d:00h:19m:03s,0d:00h:44m:12s,2022-06-03 19:37:04,2022-06-03 19:11:55,2022-06-03 19:56:07,0
dude_FEAT.ecfp.TARGET.parp1,FEAT.ecfp.TARGET.parp1,FINISHED,0d:00h:33m:06s,0d:01h:40m:19s,2022-06-03 20:19:11,2022-06-03 19:11:58,2022-06-03 20:52:17,0
dude_FEAT.mordred.TARGET.cdk2,FEAT.mordred.TARGET.cdk2,FINISHED,0d:00h:37m:06s,0d:00h:51m:13s,2022-06-03 19:26:02,2022-06-03 19:11:55,2022-06-03 20:03:08,0
dude_FEAT.mordred.TARGET.parp1,FEAT.mordred.TARGET.parp1,FINISHED,0d:00h:41m:08s,0d:01h:48m:21s,2022-06-03 20:19:11,2022-06-03 19:11:58,2022-06-03 21:00:19,0
dude_FEAT.maacs.TARGET.aces,FEAT.maacs.TARGET.aces,FINISHED,0d:00h:29m:05s,0d:00h:30m:11s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:42:05,0
dude_FEAT.maacs.TARGET.hmdh,FEAT.maacs.TARGET.hmdh,FINISHED,0d:00h:10m:02s,0d:01h:05m:15s,2022-06-03 20:07:09,2022-06-03 19:11:56,2022-06-03 20:17:11,0
dude_FEAT.rdkit.TARGET.aldr,FEAT.rdkit.TARGET.aldr,FINISHED,0d:00h:12m:02s,0d:00h:13m:08s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:25:02,0
dude_FEAT.smiles_to_image.TARGET.fa10,FEAT.smiles_to_image.TARGET.fa10,FINISHED,0d:00h:31m:06s,0d:01h:04m:16s,2022-06-03 19:45:05,2022-06-03 19:11:55,2022-06-03 20:16:11,0
dude_FEAT.rdkit.TARGET.inha,FEAT.rdkit.TARGET.inha,FINISHED,0d:00h:04m:01s,0d:01h:05m:14s,2022-06-03 20:13:10,2022-06-03 19:11:57,2022-06-03 20:17:11,0
dude_FEAT.smiles_to_seq.TARGET.bace1,FEAT.smiles_to_seq.TARGET.bace1,FINISHED,0d:00h:22m:04s,0d:00h:30m:11s,2022-06-03 19:20:01,2022-06-03 19:11:54,2022-06-03 19:42:05,0
dude_FEAT.mordred.TARGET.sahh,FEAT.mordred.TARGET.sahh,FINISHED,0d:00h:08m:01s,0d:01h:49m:20s,2022-06-03 20:53:18,2022-06-03 19:11:59,2022-06-03 21:01:19,0
dude_FEAT.smiles_to_seq.TARGET.prgr,FEAT.smiles_to_seq.TARGET.prgr,FINISHED,0d:00h:16m:03s,0d:01h:42m:19s,2022-06-03 20:38:15,2022-06-03 19:11:59,2022-06-03 20:54:18,0
dude_FEAT.ecfp.TARGET.ada,FEAT.ecfp.TARGET.ada,FINISHED,0d:00h:10m:02s,0d:00h:11m:08s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:23:02,0
dude_FEAT.maacs.TARGET.nram,FEAT.maacs.TARGET.nram,FINISHED,0d:00h:09m:02s,0d:01h:16m:16s,2022-06-03 20:19:11,2022-06-03 19:11:57,2022-06-03 20:28:13,0
dude_FEAT.ecfp.TARGET.pgh1,FEAT.ecfp.TARGET.pgh1,FINISHED,0d:00h:16m:03s,0d:01h:26m:17s,2022-06-03 20:22:12,2022-06-03 19:11:58,2022-06-03 20:38:15,0
dude_FEAT.ecfp.TARGET.mcr,FEAT.ecfp.TARGET.mcr,FINISHED,0d:00h:08m:02s,0d:01h:11m:15s,2022-06-03 20:15:10,2022-06-03 19:11:57,2022-06-03 20:23:12,0
dude_FEAT.smiles_to_image.TARGET.pgh1,FEAT.smiles_to_image.TARGET.pgh1,FINISHED,0d:00h:23m:04s,0d:01h:34m:18s,2022-06-03 20:23:12,2022-06-03 19:11:58,2022-06-03 20:46:16,0
dude_FEAT.ecfp.TARGET.kith,FEAT.ecfp.TARGET.kith,FINISHED,0d:00h:06m:01s,0d:01h:07m:14s,2022-06-03 20:13:10,2022-06-03 19:11:57,2022-06-03 20:19:11,0
dude_FEAT.mordred.TARGET.ace,FEAT.mordred.TARGET.ace,FINISHED,0d:00h:28m:05s,0d:00h:29m:12s,2022-06-03 19:13:00,2022-06-03 19:11:53,2022-06-03 19:41:05,0
dude_FEAT.rdkit.TARGET.gcr,FEAT.rdkit.TARGET.gcr,FINISHED,0d:00h:16m:03s,0d:01h:01m:14s,2022-06-03 19:57:07,2022-06-03 19:11:56,2022-06-03 20:13:10,0
dude_FEAT.rdkit.TARGET.egfr,FEAT.rdkit.TARGET.egfr,FINISHED,0d:00h:46m:08s,0d:01h:16m:18s,2022-06-03 19:42:05,2022-06-03 19:11:55,2022-06-03 20:28:13,0
dude_FEAT.maacs.TARGET.hivrt,FEAT.maacs.TARGET.hivrt,FINISHED,0d:00h:04m:01s,0d:00h:55m:13s,2022-06-03 20:03:08,2022-06-03 19:11:56,2022-06-03 20:07:09,0
dude_FEAT.smiles_to_image.TARGET.pgh2,FEAT.smiles_to_image.TARGET.pgh2,FINISHED,0d:00h:39m:07s,0d:01h:54m:22s,2022-06-03 20:27:13,2022-06-03 19:11:58,2022-06-03 21:06:20,0
dude_FEAT.rdkit.TARGET.esr1,FEAT.rdkit.TARGET.esr1,FINISHED,0d:00h:24m:04s,0d:00h:56m:14s,2022-06-03 19:44:05,2022-06-03 19:11:55,2022-06-03 20:08:09,0
dude_FEAT.ecfp.TARGET.pur2,FEAT.ecfp.TARGET.pur2,FINISHED,0d:00h:06m:01s,0d:01h:34m:17s,2022-06-03 20:40:15,2022-06-03 19:11:59,2022-06-03 20:46:16,0
dude_FEAT.ecfp.TARGET.vgfr2,FEAT.ecfp.TARGET.vgfr2,FINISHED,0d:00h:27m:04s,0d:02h:13m:23s,2022-06-03 20:58:19,2022-06-03 19:12:00,2022-06-03 21:25:23,0
dude_FEAT.rdkit.TARGET.ampc,FEAT.rdkit.TARGET.ampc,FINISHED,0d:00h:05m:01s,0d:00h:06m:07s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:18:01,0
dude_FEAT.smiles_to_image.TARGET.comt,FEAT.smiles_to_image.TARGET.comt,FINISHED,0d:00h:15m:02s,0d:00h:35m:10s,2022-06-03 19:32:03,2022-06-03 19:11:55,2022-06-03 19:47:05,0
dude_FEAT.rdkit.TARGET.pur2,FEAT.rdkit.TARGET.pur2,FINISHED,0d:00h:05m:01s,0d:01h:37m:18s,2022-06-03 20:44:16,2022-06-03 19:11:59,2022-06-03 20:49:17,0
dude_FEAT.mordred.TARGET.egfr,FEAT.mordred.TARGET.egfr,FINISHED,0d:00h:42m:07s,0d:01h:11m:17s,2022-06-03 19:41:05,2022-06-03 19:11:55,2022-06-03 20:23:12,0
dude_FEAT.rdkit.TARGET.bace1,FEAT.rdkit.TARGET.bace1,FINISHED,0d:00h:20m:03s,0d:00h:31m:11s,2022-06-03 19:23:02,2022-06-03 19:11:54,2022-06-03 19:43:05,0
dude_FEAT.smiles_to_image.TARGET.inha,FEAT.smiles_to_image.TARGET.inha,FINISHED,0d:00h:13m:03s,0d:01h:10m:15s,2022-06-03 20:09:09,2022-06-03 19:11:57,2022-06-03 20:22:12,0
dude_FEAT.mordred.TARGET.hmdh,FEAT.mordred.TARGET.hmdh,FINISHED,0d:00h:12m:02s,0d:01h:07m:15s,2022-06-03 20:07:09,2022-06-03 19:11:56,2022-06-03 20:19:11,0
dude_FEAT.smiles_to_seq.TARGET.pde5a,FEAT.smiles_to_seq.TARGET.pde5a,FINISHED,0d:00h:28m:05s,0d:01h:37m:19s,2022-06-03 20:21:12,2022-06-03 19:11:58,2022-06-03 20:49:17,0
dude_FEAT.smiles_to_image.TARGET.hmdh,FEAT.smiles_to_image.TARGET.hmdh,FINISHED,0d:00h:22m:04s,0d:01h:17m:17s,2022-06-03 20:07:09,2022-06-03 19:11:56,2022-06-03 20:29:13,0
dude_FEAT.maacs.TARGET.inha,FEAT.maacs.TARGET.inha,FINISHED,0d:00h:03m:00s,0d:01h:01m:13s,2022-06-03 20:10:10,2022-06-03 19:11:57,2022-06-03 20:13:10,0
dude_FEAT.mordred.TARGET.pur2,FEAT.mordred.TARGET.pur2,FINISHED,0d:00h:07m:01s,0d:01h:38m:18s,2022-06-03 20:43:16,2022-06-03 19:11:59,2022-06-03 20:50:17,0
dude_FEAT.maacs.TARGET.egfr,FEAT.maacs.TARGET.egfr,FINISHED,0d:00h:40m:07s,0d:01h:10m:17s,2022-06-03 19:42:05,2022-06-03 19:11:55,2022-06-03 20:22:12,0
dude_FEAT.smiles_to_image.TARGET.rxra,FEAT.smiles_to_image.TARGET.rxra,FINISHED,0d:00h:19m:04s,0d:01h:57m:22s,2022-06-03 20:50:17,2022-06-03 19:11:59,2022-06-03 21:09:21,0
dude_FEAT.mordred.TARGET.mk14,FEAT.mordred.TARGET.mk14,FINISHED,0d:00h:42m:08s,0d:01h:47m:22s,2022-06-03 20:17:11,2022-06-03 19:11:57,2022-06-03 20:59:19,0
dude_FEAT.maacs.TARGET.try1,FEAT.maacs.TARGET.try1,FINISHED,0d:00h:12m:03s,0d:01h:57m:21s,2022-06-03 20:57:18,2022-06-03 19:12:00,2022-06-03 21:09:21,0
dude_FEAT.smiles_to_seq.TARGET.hmdh,FEAT.smiles_to_seq.TARGET.hmdh,FINISHED,0d:00h:11m:02s,0d:01h:05m:15s,2022-06-03 20:06:09,2022-06-03 19:11:56,2022-06-03 20:17:11,0
dude_FEAT.mordred.TARGET.pgh1,FEAT.mordred.TARGET.pgh1,FINISHED,0d:00h:14m:02s,0d:01h:25m:16s,2022-06-03 20:23:12,2022-06-03 19:11:58,2022-06-03 20:37:14,0
dude_FEAT.ecfp.TARGET.pgh2,FEAT.ecfp.TARGET.pgh2,FINISHED,0d:00h:28m:05s,0d:01h:43m:20s,2022-06-03 20:27:13,2022-06-03 19:11:58,2022-06-03 20:55:18,0
dude_FEAT.smiles_to_seq.TARGET.parp1,FEAT.smiles_to_seq.TARGET.parp1,FINISHED,0d:00h:37m:07s,0d:01h:44m:20s,2022-06-03 20:19:11,2022-06-03 19:11:58,2022-06-03 20:56:18,0
dude_FEAT.mordred.TARGET.ada,FEAT.mordred.TARGET.ada,FINISHED,0d:00h:10m:02s,0d:00h:11m:08s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:23:02,0
dude_FEAT.mordred.TARGET.aldr,FEAT.mordred.TARGET.aldr,FINISHED,0d:00h:14m:02s,0d:00h:15m:08s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:27:02,0
dude_FEAT.maacs.TARGET.cdk2,FEAT.maacs.TARGET.cdk2,FINISHED,0d:00h:34m:06s,0d:00h:49m:13s,2022-06-03 19:27:02,2022-06-03 19:11:55,2022-06-03 20:01:08,0
dude_FEAT.ecfp.TARGET.cdk2,FEAT.ecfp.TARGET.cdk2,FINISHED,0d:00h:34m:05s,0d:00h:46m:13s,2022-06-03 19:24:02,2022-06-03 19:11:54,2022-06-03 19:58:07,0
dude_FEAT.smiles_to_image.TARGET.ampc,FEAT.smiles_to_image.TARGET.ampc,FINISHED,0d:00h:13m:02s,0d:00h:14m:08s,2022-06-03 19:13:00,2022-06-03 19:11:54,2022-06-03 19:26:02,0
