Step Name,Workspace,State,Run Time,Elapsed Time,Start Time,Submit Time,End Time,Number Restarts
dude_FEAT.smiles_to_image.TARGET.comt,FEAT.smiles_to_image.TARGET.comt,FAILED,0d:00h:15m:02s,0d:01h:19m:16s,2022-06-02 17:56:14,2022-06-02 16:52:00,2022-06-02 18:11:16,0
dude_FEAT.ecfp.TARGET.hmdh,FEAT.ecfp.TARGET.hmdh,FAILED,0d:00h:13m:02s,0d:01h:57m:20s,2022-06-02 18:36:19,2022-06-02 16:52:01,2022-06-02 18:49:21,0
dude_FEAT.ecfp.TARGET.sahh,FEAT.ecfp.TARGET.sahh,FINISHED,0d:00h:06m:01s,0d:02h:51m:24s,2022-06-02 19:37:27,2022-06-02 16:52:04,2022-06-02 19:43:28,0
dude_FEAT.rdkit.TARGET.hivpr,FEAT.rdkit.TARGET.hivpr,FAILED,0d:00h:40m:05s,0d:02h:19m:22s,2022-06-02 18:31:18,2022-06-02 16:52:01,2022-06-02 19:11:23,0
dude_FEAT.ecfp.TARGET.hivrt,FEAT.ecfp.TARGET.hivrt,FINISHED,0d:00h:06m:01s,0d:01h:45m:18s,2022-06-02 18:31:18,2022-06-02 16:52:01,2022-06-02 18:37:19,0
dude_FEAT.ecfp.TARGET.parp1,FEAT.ecfp.TARGET.parp1,FAILED,0d:00h:37m:05s,0d:02h:38m:23s,2022-06-02 18:53:21,2022-06-02 16:52:03,2022-06-02 19:30:26,0
dude_FEAT.maacs.TARGET.pgh1,FEAT.maacs.TARGET.pgh1,FINISHED,0d:00h:13m:02s,0d:02h:24m:21s,2022-06-02 19:03:22,2022-06-02 16:52:03,2022-06-02 19:16:24,0
dude_FEAT.smiles_to_image.TARGET.rxra,FEAT.smiles_to_image.TARGET.rxra,FAILED,0d:00h:19m:03s,0d:03h:02m:26s,2022-06-02 19:35:27,2022-06-02 16:52:04,2022-06-02 19:54:30,0
dude_FEAT.maacs.TARGET.ace,FEAT.maacs.TARGET.ace,FAILED,0d:00h:19m:02s,0d:00h:20m:10s,2022-06-02 16:53:06,2022-06-02 16:51:58,2022-06-02 17:12:08,0
dude_FEAT.mordred.TARGET.hivrt,FEAT.mordred.TARGET.hivrt,FINISHED,0d:00h:06m:00s,0d:01h:48m:18s,2022-06-02 18:34:19,2022-06-02 16:52:01,2022-06-02 18:40:19,0
dude_FEAT.rdkit.TARGET.fa10,FEAT.rdkit.TARGET.fa10,FAILED,0d:00h:22m:03s,0d:01h:50m:19s,2022-06-02 18:20:17,2022-06-02 16:52:01,2022-06-02 18:42:20,0
dude_FEAT.ecfp.TARGET.src,FEAT.ecfp.TARGET.src,FAILED,0d:00h:43m:06s,0d:03h:32m:29s,2022-06-02 19:41:28,2022-06-02 16:52:05,2022-06-02 20:24:34,0
dude_FEAT.rdkit.TARGET.rxra,FEAT.rdkit.TARGET.rxra,FINISHED,0d:00h:09m:02s,0d:02h:54m:25s,2022-06-02 19:37:27,2022-06-02 16:52:04,2022-06-02 19:46:29,0
dude_FEAT.maacs.TARGET.gcr,FEAT.maacs.TARGET.gcr,FINISHED,0d:00h:14m:02s,0d:01h:46m:18s,2022-06-02 18:24:17,2022-06-02 16:52:01,2022-06-02 18:38:19,0
dude_FEAT.maacs.TARGET.cdk2,FEAT.maacs.TARGET.cdk2,FAILED,0d:00h:35m:04s,0d:01h:37m:18s,2022-06-02 17:54:14,2022-06-02 16:52:00,2022-06-02 18:29:18,0
dude_FEAT.maacs.TARGET.pnph,FEAT.maacs.TARGET.pnph,FINISHED,0d:00h:09m:02s,0d:02h:36m:22s,2022-06-02 19:19:24,2022-06-02 16:52:04,2022-06-02 19:28:26,0
dude_FEAT.smiles_to_seq.TARGET.pgh1,FEAT.smiles_to_seq.TARGET.pgh1,FINISHED,0d:00h:12m:02s,0d:02h:21m:21s,2022-06-02 19:01:22,2022-06-02 16:52:03,2022-06-02 19:13:24,0
dude_FEAT.maacs.TARGET.sahh,FEAT.maacs.TARGET.sahh,FINISHED,0d:00h:05m:00s,0d:02h:53m:24s,2022-06-02 19:40:28,2022-06-02 16:52:04,2022-06-02 19:45:28,0
dude_FEAT.maacs.TARGET.mk14,FEAT.maacs.TARGET.mk14,FAILED,0d:00h:40m:05s,0d:02h:37m:24s,2022-06-02 18:49:21,2022-06-02 16:52:02,2022-06-02 19:29:26,0
dude_FEAT.ecfp.TARGET.pygm,FEAT.ecfp.TARGET.pygm,FINISHED,0d:00h:07m:01s,0d:02h:46m:23s,2022-06-02 19:31:26,2022-06-02 16:52:04,2022-06-02 19:38:27,0
dude_FEAT.maacs.TARGET.hivpr,FEAT.maacs.TARGET.hivpr,FAILED,0d:00h:37m:05s,0d:02h:15m:22s,2022-06-02 18:30:18,2022-06-02 16:52:01,2022-06-02 19:07:23,0
dude_FEAT.rdkit.TARGET.vgfr2,FEAT.rdkit.TARGET.vgfr2,FAILED,0d:00h:25m:04s,0d:03h:25m:28s,2022-06-02 19:52:29,2022-06-02 16:52:05,2022-06-02 20:17:33,0
dude_FEAT.smiles_to_seq.TARGET.pparg,FEAT.smiles_to_seq.TARGET.pparg,FAILED,0d:00h:34m:05s,0d:03h:06m:26s,2022-06-02 19:24:25,2022-06-02 16:52:04,2022-06-02 19:58:30,0
dude_FEAT.rdkit.TARGET.dyr,FEAT.rdkit.TARGET.dyr,FAILED,0d:00h:19m:02s,0d:01h:29m:17s,2022-06-02 18:02:15,2022-06-02 16:52:00,2022-06-02 18:21:17,0
dude_FEAT.smiles_to_seq.TARGET.try1,FEAT.smiles_to_seq.TARGET.try1,FINISHED,0d:00h:12m:02s,0d:03h:05m:25s,2022-06-02 19:45:28,2022-06-02 16:52:05,2022-06-02 19:57:30,0
dude_FEAT.ecfp.TARGET.pnph,FEAT.ecfp.TARGET.pnph,FAILED,0d:00h:11m:01s,0d:02h:32m:22s,2022-06-02 19:13:24,2022-06-02 16:52:03,2022-06-02 19:24:25,0
dude_FEAT.maacs.TARGET.pparg,FEAT.maacs.TARGET.pparg,FAILED,0d:00h:27m:04s,0d:03h:00m:25s,2022-06-02 19:25:25,2022-06-02 16:52:04,2022-06-02 19:52:29,0
dude_FEAT.mordred.TARGET.fa10,FEAT.mordred.TARGET.fa10,FAILED,0d:00h:23m:02s,0d:01h:48m:18s,2022-06-02 18:17:17,2022-06-02 16:52:01,2022-06-02 18:40:19,0
dude_FEAT.smiles_to_seq.TARGET.nram,FEAT.smiles_to_seq.TARGET.nram,FINISHED,0d:00h:08m:01s,0d:02h:07m:20s,2022-06-02 18:51:21,2022-06-02 16:52:02,2022-06-02 18:59:22,0
dude_FEAT.smiles_to_seq.TARGET.comt,FEAT.smiles_to_seq.TARGET.comt,FINISHED,0d:00h:06m:01s,0d:01h:10m:15s,2022-06-02 17:56:14,2022-06-02 16:52:00,2022-06-02 18:02:15,0
dude_FEAT.rdkit.TARGET.pur2,FEAT.rdkit.TARGET.pur2,FINISHED,0d:00h:05m:01s,0d:02h:43m:23s,2022-06-02 19:30:26,2022-06-02 16:52:04,2022-06-02 19:35:27,0
dude_FEAT.smiles_to_image.TARGET.parp1,FEAT.smiles_to_image.TARGET.parp1,FAILED,0d:00h:47m:07s,0d:02h:49m:25s,2022-06-02 18:54:21,2022-06-02 16:52:03,2022-06-02 19:41:28,0
dude_FEAT.rdkit.TARGET.egfr,FEAT.rdkit.TARGET.egfr,FAILED,0d:00h:42m:05s,0d:01h:54m:20s,2022-06-02 18:04:15,2022-06-02 16:52:00,2022-06-02 18:46:20,0
dude_FEAT.ecfp.TARGET.kith,FEAT.ecfp.TARGET.kith,FINISHED,0d:00h:06m:01s,0d:02h:00m:19s,2022-06-02 18:46:20,2022-06-02 16:52:02,2022-06-02 18:52:21,0
dude_FEAT.mordred.TARGET.aldr,FEAT.mordred.TARGET.aldr,FAILED,0d:00h:14m:02s,0d:00h:48m:13s,2022-06-02 17:26:10,2022-06-02 16:51:59,2022-06-02 17:40:12,0
dude_FEAT.smiles_to_seq.TARGET.pgh2,FEAT.smiles_to_seq.TARGET.pgh2,FAILED,0d:00h:25m:03s,0d:02h:40m:23s,2022-06-02 19:07:23,2022-06-02 16:52:03,2022-06-02 19:32:26,0
dude_FEAT.rdkit.TARGET.pgh1,FEAT.rdkit.TARGET.pgh1,FINISHED,0d:00h:12m:02s,0d:02h:23m:21s,2022-06-02 19:03:22,2022-06-02 16:52:03,2022-06-02 19:15:24,0
dude_FEAT.maacs.TARGET.egfr,FEAT.maacs.TARGET.egfr,FAILED,0d:00h:42m:05s,0d:01h:54m:20s,2022-06-02 18:04:15,2022-06-02 16:52:00,2022-06-02 18:46:20,0
dude_FEAT.ecfp.TARGET.hivpr,FEAT.ecfp.TARGET.hivpr,FAILED,0d:00h:39m:05s,0d:02h:13m:22s,2022-06-02 18:26:18,2022-06-02 16:52:01,2022-06-02 19:05:23,0
dude_FEAT.mordred.TARGET.aces,FEAT.mordred.TARGET.aces,FAILED,0d:00h:31m:04s,0d:00h:32m:11s,2022-06-02 16:53:06,2022-06-02 16:51:59,2022-06-02 17:24:10,0
dude_FEAT.rdkit.TARGET.pde5a,FEAT.rdkit.TARGET.pde5a,FAILED,0d:00h:30m:04s,0d:02h:37m:23s,2022-06-02 18:59:22,2022-06-02 16:52:03,2022-06-02 19:29:26,0
dude_FEAT.rdkit.TARGET.esr1,FEAT.rdkit.TARGET.esr1,FAILED,0d:00h:19m:02s,0d:01h:39m:18s,2022-06-02 18:12:16,2022-06-02 16:52:00,2022-06-02 18:31:18,0
dude_FEAT.maacs.TARGET.pde5a,FEAT.maacs.TARGET.pde5a,FAILED,0d:00h:28m:04s,0d:02h:35m:23s,2022-06-02 18:59:22,2022-06-02 16:52:03,2022-06-02 19:27:26,0
dude_FEAT.smiles_to_image.TARGET.pnph,FEAT.smiles_to_image.TARGET.pnph,FAILED,0d:00h:19m:03s,0d:02h:43m:24s,2022-06-02 19:16:24,2022-06-02 16:52:03,2022-06-02 19:35:27,0
dude_FEAT.smiles_to_image.TARGET.aces,FEAT.smiles_to_image.TARGET.aces,FAILED,0d:00h:42m:05s,0d:00h:43m:12s,2022-06-02 16:53:06,2022-06-02 16:51:59,2022-06-02 17:35:11,0
dude_FEAT.mordred.TARGET.pparg,FEAT.mordred.TARGET.pparg,FAILED,0d:00h:32m:05s,0d:03h:05m:26s,2022-06-02 19:25:25,2022-06-02 16:52:04,2022-06-02 19:57:30,0
dude_FEAT.mordred.TARGET.try1,FEAT.mordred.TARGET.try1,FAILED,0d:00h:13m:01s,0d:03h:07m:25s,2022-06-02 19:46:29,2022-06-02 16:52:05,2022-06-02 19:59:30,0
dude_FEAT.rdkit.TARGET.aldr,FEAT.rdkit.TARGET.aldr,FINISHED,0d:00h:12m:02s,0d:00h:47m:13s,2022-06-02 17:27:10,2022-06-02 16:51:59,2022-06-02 17:39:12,0
dude_FEAT.smiles_to_image.TARGET.ace,FEAT.smiles_to_image.TARGET.ace,FAILED,0d:00h:30m:04s,0d:00h:31m:12s,2022-06-02 16:53:06,2022-06-02 16:51:58,2022-06-02 17:23:10,0
dude_FEAT.smiles_to_image.TARGET.pgh2,FEAT.smiles_to_image.TARGET.pgh2,FAILED,0d:00h:36m:05s,0d:02h:53m:25s,2022-06-02 19:09:23,2022-06-02 16:52:03,2022-06-02 19:45:28,0
dude_FEAT.rdkit.TARGET.pygm,FEAT.rdkit.TARGET.pygm,FINISHED,0d:00h:06m:01s,0d:02h:48m:24s,2022-06-02 19:34:27,2022-06-02 16:52:04,2022-06-02 19:40:28,0
dude_FEAT.smiles_to_seq.TARGET.cdk2,FEAT.smiles_to_seq.TARGET.cdk2,FAILED,0d:00h:31m:03s,0d:01h:22m:16s,2022-06-02 17:43:13,2022-06-02 16:52:00,2022-06-02 18:14:16,0
dude_FEAT.smiles_to_image.TARGET.vgfr2,FEAT.smiles_to_image.TARGET.vgfr2,FAILED,0d:00h:38m:05s,0d:03h:33m:29s,2022-06-02 19:47:29,2022-06-02 16:52:05,2022-06-02 20:25:34,0
dude_FEAT.ecfp.TARGET.ace,FEAT.ecfp.TARGET.ace,FAILED,0d:00h:21m:03s,0d:00h:22m:11s,2022-06-02 16:53:06,2022-06-02 16:51:58,2022-06-02 17:14:09,0
dude_FEAT.ecfp.TARGET.pur2,FEAT.ecfp.TARGET.pur2,FINISHED,0d:00h:06m:01s,0d:02h:43m:23s,2022-06-02 19:29:26,2022-06-02 16:52:04,2022-06-02 19:35:27,0
dude_FEAT.maacs.TARGET.aldr,FEAT.maacs.TARGET.aldr,FINISHED,0d:00h:12m:02s,0d:00h:47m:13s,2022-06-02 17:27:10,2022-06-02 16:51:59,2022-06-02 17:39:12,0
dude_FEAT.rdkit.TARGET.try1,FEAT.rdkit.TARGET.try1,FINISHED,0d:00h:11m:01s,0d:03h:05m:25s,2022-06-02 19:46:29,2022-06-02 16:52:05,2022-06-02 19:57:30,0
dude_FEAT.smiles_to_image.TARGET.gcr,FEAT.smiles_to_image.TARGET.gcr,FAILED,0d:00h:28m:04s,0d:01h:57m:20s,2022-06-02 18:21:17,2022-06-02 16:52:01,2022-06-02 18:49:21,0
dude_FEAT.ecfp.TARGET.rxra,FEAT.ecfp.TARGET.rxra,FAILED,0d:00h:10m:01s,0d:02h:53m:24s,2022-06-02 19:35:27,2022-06-02 16:52:04,2022-06-02 19:45:28,0
dude_FEAT.maacs.TARGET.pgh2,FEAT.maacs.TARGET.pgh2,FAILED,0d:00h:26m:04s,0d:02h:45m:24s,2022-06-02 19:11:23,2022-06-02 16:52:03,2022-06-02 19:37:27,0
dude_FEAT.mordred.TARGET.nram,FEAT.mordred.TARGET.nram,FAILED,0d:00h:10m:01s,0d:02h:10m:20s,2022-06-02 18:52:21,2022-06-02 16:52:02,2022-06-02 19:02:22,0
dude_FEAT.maacs.TARGET.dyr,FEAT.maacs.TARGET.dyr,FAILED,0d:00h:19m:02s,0d:01h:29m:17s,2022-06-02 18:02:15,2022-06-02 16:52:00,2022-06-02 18:21:17,0
dude_FEAT.ecfp.TARGET.bace1,FEAT.ecfp.TARGET.bace1,FAILED,0d:00h:21m:03s,0d:01h:10m:16s,2022-06-02 17:41:12,2022-06-02 16:51:59,2022-06-02 18:02:15,0
dude_FEAT.rdkit.TARGET.pgh2,FEAT.rdkit.TARGET.pgh2,FAILED,0d:00h:28m:04s,0d:02h:49m:25s,2022-06-02 19:13:24,2022-06-02 16:52:03,2022-06-02 19:41:28,0
dude_FEAT.maacs.TARGET.mcr,FEAT.maacs.TARGET.mcr,FINISHED,0d:00h:06m:01s,0d:02h:02m:19s,2022-06-02 18:48:20,2022-06-02 16:52:02,2022-06-02 18:54:21,0
dude_FEAT.smiles_to_image.TARGET.hivrt,FEAT.smiles_to_image.TARGET.hivrt,FAILED,0d:00h:14m:02s,0d:01h:55m:19s,2022-06-02 18:33:18,2022-06-02 16:52:01,2022-06-02 18:47:20,0
dude_FEAT.mordred.TARGET.cdk2,FEAT.mordred.TARGET.cdk2,FAILED,0d:00h:38m:04s,0d:01h:29m:17s,2022-06-02 17:43:13,2022-06-02 16:52:00,2022-06-02 18:21:17,0
dude_FEAT.ecfp.TARGET.aces,FEAT.ecfp.TARGET.aces,FAILED,0d:00h:28m:03s,0d:00h:29m:10s,2022-06-02 16:53:06,2022-06-02 16:51:59,2022-06-02 17:21:09,0
dude_FEAT.ecfp.TARGET.comt,FEAT.ecfp.TARGET.comt,FINISHED,0d:00h:08m:01s,0d:01h:11m:15s,2022-06-02 17:55:14,2022-06-02 16:52:00,2022-06-02 18:03:15,0
dude_FEAT.ecfp.TARGET.hs90a,FEAT.ecfp.TARGET.hs90a,FINISHED,0d:00h:08m:01s,0d:01h:55m:19s,2022-06-02 18:39:19,2022-06-02 16:52:01,2022-06-02 18:47:20,0
dude_FEAT.smiles_to_image.TARGET.andr,FEAT.smiles_to_image.TARGET.andr,FAILED,0d:00h:26m:03s,0d:01h:12m:16s,2022-06-02 17:38:12,2022-06-02 16:51:59,2022-06-02 18:04:15,0
dude_FEAT.mordred.TARGET.pur2,FEAT.mordred.TARGET.pur2,FINISHED,0d:00h:06m:01s,0d:02h:44m:23s,2022-06-02 19:30:26,2022-06-02 16:52:04,2022-06-02 19:36:27,0
dude_FEAT.smiles_to_image.TARGET.sahh,FEAT.smiles_to_image.TARGET.sahh,FAILED,0d:00h:14m:02s,0d:03h:00m:25s,2022-06-02 19:38:27,2022-06-02 16:52:04,2022-06-02 19:52:29,0
dude_FEAT.smiles_to_seq.TARGET.pur2,FEAT.smiles_to_seq.TARGET.pur2,FINISHED,0d:00h:04m:00s,0d:02h:41m:22s,2022-06-02 19:29:26,2022-06-02 16:52:04,2022-06-02 19:33:26,0
dude_FEAT.rdkit.TARGET.ampc,FEAT.rdkit.TARGET.ampc,FINISHED,0d:00h:05m:00s,0d:00h:49m:13s,2022-06-02 17:36:12,2022-06-02 16:51:59,2022-06-02 17:41:12,0
dude_FEAT.maacs.TARGET.andr,FEAT.maacs.TARGET.andr,FINISHED,0d:00h:14m:02s,0d:01h:01m:15s,2022-06-02 17:39:12,2022-06-02 16:51:59,2022-06-02 17:53:14,0
dude_FEAT.smiles_to_seq.TARGET.dyr,FEAT.smiles_to_seq.TARGET.dyr,FAILED,0d:00h:20m:02s,0d:01h:30m:17s,2022-06-02 18:02:15,2022-06-02 16:52:00,2022-06-02 18:22:17,0
dude_FEAT.mordred.TARGET.hivpr,FEAT.mordred.TARGET.hivpr,FAILED,0d:00h:40m:05s,0d:02h:17m:22s,2022-06-02 18:29:18,2022-06-02 16:52:01,2022-06-02 19:09:23,0
dude_FEAT.mordred.TARGET.mk14,FEAT.mordred.TARGET.mk14,FAILED,0d:00h:47m:06s,0d:02h:44m:25s,2022-06-02 18:49:21,2022-06-02 16:52:02,2022-06-02 19:36:27,0
dude_FEAT.rdkit.TARGET.hs90a,FEAT.rdkit.TARGET.hs90a,FINISHED,0d:00h:07m:01s,0d:01h:55m:18s,2022-06-02 18:40:19,2022-06-02 16:52:02,2022-06-02 18:47:20,0
dude_FEAT.rdkit.TARGET.cdk2,FEAT.rdkit.TARGET.cdk2,FAILED,0d:00h:37m:04s,0d:01h:40m:18s,2022-06-02 17:55:14,2022-06-02 16:52:00,2022-06-02 18:32:18,0
dude_FEAT.smiles_to_seq.TARGET.mk14,FEAT.smiles_to_seq.TARGET.mk14,FAILED,0d:00h:39m:05s,0d:02h:36m:24s,2022-06-02 18:49:21,2022-06-02 16:52:02,2022-06-02 19:28:26,0
dude_FEAT.smiles_to_image.TARGET.aldr,FEAT.smiles_to_image.TARGET.aldr,FAILED,0d:00h:22m:03s,0d:00h:56m:14s,2022-06-02 17:26:10,2022-06-02 16:51:59,2022-06-02 17:48:13,0
dude_FEAT.maacs.TARGET.prgr,FEAT.maacs.TARGET.prgr,FINISHED,0d:00h:16m:02s,0d:02h:53m:24s,2022-06-02 19:29:26,2022-06-02 16:52:04,2022-06-02 19:45:28,0
dude_FEAT.ecfp.TARGET.thrb,FEAT.ecfp.TARGET.thrb,FAILED,0d:00h:13m:02s,0d:03h:04m:25s,2022-06-02 19:43:28,2022-06-02 16:52:05,2022-06-02 19:56:30,0
dude_FEAT.smiles_to_seq.TARGET.ampc,FEAT.smiles_to_seq.TARGET.ampc,FINISHED,0d:00h:05m:01s,0d:00h:44m:13s,2022-06-02 17:31:11,2022-06-02 16:51:59,2022-06-02 17:36:12,0
dude_FEAT.maacs.TARGET.inha,FEAT.maacs.TARGET.inha,FINISHED,0d:00h:03m:00s,0d:01h:56m:18s,2022-06-02 18:45:20,2022-06-02 16:52:02,2022-06-02 18:48:20,0
dude_FEAT.rdkit.TARGET.prgr,FEAT.rdkit.TARGET.prgr,FAILED,0d:00h:18m:03s,0d:02h:55m:25s,2022-06-02 19:29:26,2022-06-02 16:52:04,2022-06-02 19:47:29,0
dude_FEAT.mordred.TARGET.comt,FEAT.mordred.TARGET.comt,FAILED,0d:00h:08m:01s,0d:01h:12m:15s,2022-06-02 17:56:14,2022-06-02 16:52:00,2022-06-02 18:04:15,0
dude_FEAT.mordred.TARGET.esr1,FEAT.mordred.TARGET.esr1,FAILED,0d:00h:24m:03s,0d:01h:43m:19s,2022-06-02 18:11:16,2022-06-02 16:52:00,2022-06-02 18:35:19,0
dude_FEAT.ecfp.TARGET.ada,FEAT.ecfp.TARGET.ada,FAILED,0d:00h:09m:01s,0d:00h:24m:10s,2022-06-02 17:07:08,2022-06-02 16:51:59,2022-06-02 17:16:09,0
dude_FEAT.ecfp.TARGET.pparg,FEAT.ecfp.TARGET.pparg,FAILED,0d:00h:36m:05s,0d:03h:07m:26s,2022-06-02 19:23:25,2022-06-02 16:52:04,2022-06-02 19:59:30,0
dude_FEAT.ecfp.TARGET.dyr,FEAT.ecfp.TARGET.dyr,FAILED,0d:00h:19m:02s,0d:01h:28m:17s,2022-06-02 18:01:15,2022-06-02 16:52:00,2022-06-02 18:20:17,0
dude_FEAT.maacs.TARGET.bace1,FEAT.maacs.TARGET.bace1,FAILED,0d:00h:19m:02s,0d:01h:10m:15s,2022-06-02 17:43:13,2022-06-02 16:52:00,2022-06-02 18:02:15,0
dude_FEAT.ecfp.TARGET.esr1,FEAT.ecfp.TARGET.esr1,FAILED,0d:00h:23m:03s,0d:01h:35m:18s,2022-06-02 18:04:15,2022-06-02 16:52:00,2022-06-02 18:27:18,0
dude_FEAT.smiles_to_seq.TARGET.prgr,FEAT.smiles_to_seq.TARGET.prgr,FAILED,0d:00h:17m:02s,0d:02h:53m:24s,2022-06-02 19:28:26,2022-06-02 16:52:04,2022-06-02 19:45:28,0
dude_FEAT.smiles_to_image.TARGET.try1,FEAT.smiles_to_image.TARGET.try1,FAILED,0d:00h:21m:04s,0d:03h:14m:27s,2022-06-02 19:45:28,2022-06-02 16:52:05,2022-06-02 20:06:32,0
dude_FEAT.smiles_to_image.TARGET.prgr,FEAT.smiles_to_image.TARGET.prgr,FAILED,0d:00h:27m:04s,0d:03h:03m:26s,2022-06-02 19:28:26,2022-06-02 16:52:04,2022-06-02 19:55:30,0
dude_FEAT.mordred.TARGET.mcr,FEAT.mordred.TARGET.mcr,FAILED,0d:00h:08m:01s,0d:02h:04m:19s,2022-06-02 18:48:20,2022-06-02 16:52:02,2022-06-02 18:56:21,0
dude_FEAT.rdkit.TARGET.thrb,FEAT.rdkit.TARGET.thrb,FINISHED,0d:00h:12m:02s,0d:03h:05m:25s,2022-06-02 19:45:28,2022-06-02 16:52:05,2022-06-02 19:57:30,0
dude_FEAT.ecfp.TARGET.inha,FEAT.ecfp.TARGET.inha,FINISHED,0d:00h:04m:01s,0d:01h:53m:18s,2022-06-02 18:41:19,2022-06-02 16:52:02,2022-06-02 18:45:20,0
dude_FEAT.mordred.TARGET.ace,FEAT.mordred.TARGET.ace,FAILED,0d:00h:23m:03s,0d:00h:24m:11s,2022-06-02 16:53:06,2022-06-02 16:51:58,2022-06-02 17:16:09,0
dude_FEAT.maacs.TARGET.ada,FEAT.maacs.TARGET.ada,FINISHED,0d:00h:09m:01s,0d:00h:35m:11s,2022-06-02 17:18:09,2022-06-02 16:51:59,2022-06-02 17:27:10,0
dude_FEAT.maacs.TARGET.parp1,FEAT.maacs.TARGET.parp1,FAILED,0d:00h:35m:05s,0d:02h:37m:23s,2022-06-02 18:54:21,2022-06-02 16:52:03,2022-06-02 19:29:26,0
dude_FEAT.maacs.TARGET.nram,FEAT.maacs.TARGET.nram,FINISHED,0d:00h:09m:01s,0d:02h:09m:19s,2022-06-02 18:52:21,2022-06-02 16:52:03,2022-06-02 19:01:22,0
dude_FEAT.smiles_to_seq.TARGET.fa10,FEAT.smiles_to_seq.TARGET.fa10,FAILED,0d:00h:24m:03s,0d:01h:47m:18s,2022-06-02 18:15:16,2022-06-02 16:52:01,2022-06-02 18:39:19,0
